id,lat,lon,E,N
421,6.51649396,-73.93976017,617227.5333778246,720422.5894493143
422,6.51576872,-73.93976017,617227.7017823793,720342.4048065492
423,6.51504348,-73.93976017,617227.8701682667,720262.2201660032
424,6.51431824,-73.93976017,617228.0385354873,720182.0355276767
425,6.513593,-73.93976017,617228.2068840406,720101.850891569
426,6.51286776,-73.93976017,617228.3752139267,720021.6662576799
427,6.51214252,-73.93976017,617228.5435251456,719941.4816260097
428,6.51141728,-73.93976017,617228.7118176974,719861.2969965572
429,6.51069204,-73.93976017,617228.880091582,719781.1123693228
430,6.5099668,-73.93976017,617229.0483467992,719700.9277443063
431,6.50924156,-73.93976017,617229.2165833492,719620.7431215072
432,6.50851632,-73.93976017,617229.3848012319,719540.5585009252
433,6.50779108,-73.93976017,617229.5530004472,719460.3738825601
434,6.50706584,-73.93976017,617229.7211809952,719380.1892664122
435,6.5063406,-73.93976017,617229.8893428758,719300.0046524802
436,6.50561536,-73.93976017,617230.057486089,719219.8200407649
437,6.50489012,-73.93976017,617230.2256106348,719139.6354312653
438,6.50416488,-73.93976017,617230.393716513,719059.450823982
439,6.50343964,-73.93976017,617230.5618037238,718979.2662189136
440,6.5027144,-73.93976017,617230.7298722671,718899.0816160609
441,6.50198916,-73.93976017,617230.8979221429,718818.8970154233
442,6.50126392,-73.93976017,617231.0659533511,718738.7124170003
443,6.50053868,-73.93976017,617231.2339658916,718658.5278207918
444,6.49981344,-73.93976017,617231.4019597647,718578.3432267978
445,6.4990882,-73.93976017,617231.56993497,718498.1586350177
446,6.49836296,-73.93976017,617231.7378915077,718417.9740454517
447,6.49763772,-73.93976017,617231.9058293777,718337.789458099
448,6.49691248,-73.93976017,617232.07374858,718257.6048729598
449,6.49618724,-73.93976017,617232.2416491145,718177.4202900337
450,6.495462,-73.93976017,617232.4095309812,718097.2357093203
451,6.49473676,-73.93976017,617232.5773941802,718017.0511308197
452,6.49401152,-73.93976017,617232.7452387114,717936.8665545315
