id,lat,lon,E,N
226,6.544687665,-73.91809362,619616.7198735808,723544.8743344814
227,6.544687665,-73.91736838,619696.9125347098,723545.0470062556
228,6.544687665,-73.91664314,619777.105214647,723545.2197938076
229,6.544687665,-73.9159179,619857.2979134081,723545.3926971374
230,6.544687665,-73.91519266,619937.4906310029,723545.5657162456
231,6.544687665,-73.91446742,620017.6833674482,723545.7388511319
232,6.544687665,-73.91374218,620097.8761227509,723545.9121017965
233,6.544687665,-73.91301694,620178.0688969265,723546.0854682397
234,6.544687665,-73.9122917,620258.2616899903,723546.2589504615
235,6.544687665,-73.91156646,620338.4545019495,723546.4325484623
236,6.544687665,-73.91084122,620418.6473328207,723546.6062622418
237,6.544687665,-73.91011598,620498.8401826138,723546.7800918005
238,6.544687665,-73.90939074,620579.0330513443,723546.9540371384
239,6.544687665,-73.9086655,620659.2259390233,723547.1280982555
240,6.544687665,-73.90794026,620739.418845662,723547.3022751524
241,6.544687665,-73.90721502,620819.6117712774,723547.4765678286
242,6.544687665,-73.90648978,620899.8047158761,723547.6509762848
243,6.544687665,-73.90576454,620979.9976794738,723547.8255005208
244,6.544687665,-73.9050393,621060.1906620846,723548.0001405367
245,6.544687665,-73.90431406,621140.3836637194,723548.174896333
246,6.544687665,-73.90358882,621220.5766843911,723548.3497679095
247,6.544687665,-73.90286358,621300.7697241107,723548.5247552666
248,6.544687665,-73.90213834,621380.9627828938,723548.6998584042
249,6.544687665,-73.9014131,621461.1558607514,723548.8750773226
250,6.544687665,-73.90068786,621541.3489576948,723549.0504120218
251,6.544687665,-73.89996262,621621.5420737396,723549.2258625022
252,6.54296522,-73.9449275,616650.0042150517,723348.1284520319
253,6.54296522,-73.94420226,616730.19646398,723348.2967965758
254,6.54296522,-73.94347702,616810.3887312493,723348.4652568625
255,6.54296522,-73.94275178,616890.581016876,723348.633832892
256,6.54296522,-73.94202654,616970.7733208719,723348.8025246649
257,6.54296522,-73.9413013,617050.9656432478,723348.9713321809
258,6.54296522,-73.94057606,617131.1579840191,723349.1402554404
259,6.54296522,-73.93985082,617211.350343196,723349.3092944435
260,6.54296522,-73.93912558,617291.5427207948,723349.4784491902
261,6.54296522,-73.93840034,617371.7351168228,723349.6477196806
262,6.54296522,-73.9376751,617451.9275312953,723349.8171059149
263,6.54296522,-73.93694986,617532.1199642264,723349.9866078934
264,6.54296522,-73.93622462,617612.3124156272,723350.156225616
265,6.54296522,-73.93549938,617692.5048855104,723350.325959083
266,6.54296522,-73.93477414,617772.6973738872,723350.4958082944
267,6.54296522,-73.9340489,617852.8898807743,723350.6657732505
268,6.54296522,-73.93332366,617933.0824061787,723350.8358539512
269,6.54296522,-73.93259842,618013.274950116,723351.006050397
270,6.54296522,-73.93187318,618093.4675126001,723351.1763625874
271,6.54296522,-73.93114794,618173.6600936423,723351.3467905234
272,6.54296522,-73.9304227,618253.8526932551,723351.5173342044
273,6.54296522,-73.92969746,618334.0453114496,723351.6879936309
274,6.54296522,-73.92897222,618414.23794824,723351.8587688031
275,6.54296522,-73.92824698,618494.4306036417,723352.0296597207
276,6.54296522,-73.92752174,618574.6232776615,723352.2006663843
277,6.54296522,-73.9267965,618654.8159703165,723352.371788794
278,6.54296522,-73.92607126,618735.0086816163,723352.5430269495
279,6.54296522,-73.92534602,618815.2014115762,723352.7143808514
280,6.54296522,-73.92462078,618895.3941602078,723352.8858504997
281,6.54296522,-73.92389554,618975.5869275221,723353.0574358944
282,6.54296522,-73.9231703,619055.7797135358,723353.2291370359
283,6.54296522,-73.92244506,619135.972518256,723353.400953924
284,6.54296522,-73.92171982,619216.1653416981,723353.5728865593
285,6.54296522,-73.92099458,619296.3581838761,723353.7449349414
286,6.54296522,-73.92026934,619376.5510448014,723353.9170990709
287,6.54296522,-73.9195441,619456.7439244862,723354.0893789476
288,6.54296522,-73.91881886,619536.9368229421,723354.2617745717
289,6.54296522,-73.91809362,619617.1297401843,723354.4342859436
290,6.54296522,-73.91736838,619697.322676224,723354.6069130631
291,6.54296522,-73.91664314,619777.5156310726,723354.7796559307
292,6.54296522,-73.9159179,619857.7086047451,723354.952514546
293,6.54296522,-73.91519266,619937.9015972519,723355.1254889098
294,6.54296522,-73.91446742,620018.0946086092,723355.2985790217
295,6.54296522,-73.91374218,620098.2876388245,723355.4717848821
296,6.54296522,-73.91301694,620178.4806879129,723355.6451064909
297,6.54296522,-73.9122917,620258.67375589,723355.8185438487
298,6.54296522,-73.91156646,620338.8668427627,723355.9920969553
299,6.54296522,-73.91084122,620419.0599485477,723356.1657658108
300,6.54296522,-73.91011598,620499.2530732551,723356.3395504154
301,6.54296522,-73.90939074,620579.4462169,723356.5134507692
302,6.54296522,-73.9086655,620659.6393794939,723356.6874668727
303,6.54296522,-73.90794026,620739.8325610477,723356.8615987255
304,6.54296522,-73.90721502,620820.0257615785,723357.0358463281
305,6.54296522,-73.90648978,620900.2189810931,723357.2102096806
306,6.54296522,-73.90576454,620980.412219607,723357.3846887829
307,6.54296522,-73.9050393,621060.6054771342,723357.5592836353
308,6.54296522,-73.90431406,621140.7987536859,723357.733994238
309,6.54296522,-73.90358882,621220.9920492747,723357.9088205912
310,6.54296522,-73.90286358,621301.1853639118,723358.0837626946
311,6.54296522,-73.90213834,621381.3786976127,723358.2588205489
312,6.54296522,-73.9014131,621461.5720503884,723358.433994154
313,6.54296522,-73.90068786,621541.7654222504,723358.60928351
314,6.54296522,-73.89996262,621621.9588132139,723358.7846886172
315,6.541242775,-73.9449275,616650.4038054051,723157.6900472405
316,6.541242775,-73.94420226,616730.5963291604,723157.8583482368
317,6.541242775,-73.94347702,616810.7888712568,723158.0267649463
318,6.541242775,-73.94275178,616890.9814317112,723158.1952973686
319,6.541242775,-73.94202654,616971.1740105348,723158.3639455043
320,6.541242775,-73.9413013,617051.3666077389,723158.532709353
321,6.541242775,-73.94057606,617131.5592233387,723158.7015889154
322,6.541242775,-73.93985082,617211.7518573443,723158.8705841914
323,6.541242775,-73.93912558,617291.9445097721,723159.0396951811
324,6.541242775,-73.93840034,617372.1371806297,723159.2089218845
325,6.541242775,-73.9376751,617452.3298699318,723159.378264302
326,6.541242775,-73.93694986,617532.522577693,723159.5477224337
327,6.541242775,-73.93622462,617612.7153039242,723159.7172962795
328,6.541242775,-73.93549938,617692.9080486381,723159.8869858399
329,6.541242775,-73.93477414,617773.1008118459,723160.0567911145
330,6.541242775,-73.9340489,617853.2935935644,723160.226712104
331,6.541242775,-73.93332366,617933.4863938006,723160.3967488082
332,6.541242775,-73.93259842,618013.67921257,723160.5669012275
333,6.541242775,-73.93187318,618093.8720498864,723160.7371693617
334,6.541242775,-73.93114794,618174.0649057612,723160.9075532111
335,6.541242775,-73.9304227,618254.2577802069,723161.0780527759
336,6.541242775,-73.92969746,618334.4506732346,723161.2486680562
337,6.541242775,-73.92897222,618414.6435848587,723161.4193990522
338,6.541242775,-73.92824698,618494.8365150943,723161.5902457639
339,6.541242775,-73.92752174,618575.0294639484,723161.7612081913
340,6.541242775,-73.9267965,618655.2224314379,723161.9322863349
341,6.541242775,-73.92607126,618735.4154175726,723162.1034801947
342,6.541242775,-73.92534602,618815.608422368,723162.2747897707
343,6.541242775,-73.92462078,618895.801445835,723162.4462150631
344,6.541242775,-73.92389554,618975.9944879852,723162.6177560722
345,6.541242775,-73.9231703,619056.1875488351,723162.789412798
346,6.541242775,-73.92244506,619136.3806283919,723162.9611852405
347,6.541242775,-73.92171982,619216.5737266708,723163.1330734002
348,6.541242775,-73.92099458,619296.766843686,723163.3050772767
349,6.541242775,-73.92026934,619376.9599794488,723163.4771968708
350,6.541242775,-73.9195441,619457.1531339715,723163.649432182
351,6.541242775,-73.91881886,619537.3463072656,723163.821783211
352,6.541242775,-73.91809362,619617.5394993462,723163.9942499575
353,6.541242775,-73.91736838,619697.7327102248,723164.1668324218
354,6.541242775,-73.91664314,619777.9259399124,723164.3395306042
355,6.541242775,-73.9159179,619858.1191884245,723164.5123445045
356,6.541242775,-73.91519266,619938.312455771,723164.6852741231
357,6.541242775,-73.91446742,620018.5057419685,723164.85831946
358,6.541242775,-73.91374218,620098.6990470244,723165.0314805155
359,6.541242775,-73.91301694,620178.8923709535,723165.2047572896
360,6.541242775,-73.9122917,620259.0857137716,723165.3781497824
361,6.541242775,-73.91156646,620339.2790754858,723165.5516579943
362,6.541242775,-73.91084122,620419.4724561127,723165.7252819252
363,6.541242775,-73.91011598,620499.6658556621,723165.899021575
364,6.541242775,-73.90939074,620579.8592741495,723166.0728769444
365,6.541242775,-73.9086655,620660.0527115861,723166.2468480333
366,6.541242775,-73.90794026,620740.2461679832,723166.4209348417
367,6.541242775,-73.90721502,620820.4396433573,723166.5951373699
368,6.541242775,-73.90648978,620900.6331377157,723166.7694556179
369,6.541242775,-73.90576454,620980.8266510736,723166.9438895859
370,6.541242775,-73.9050393,621061.0201834453,723167.1184392741
371,6.541242775,-73.90431406,621141.2137348418,723167.2931046828
372,6.541242775,-73.90358882,621221.4073052757,723167.4678858118
373,6.541242775,-73.90286358,621301.6008947581,723167.6427826614
374,6.541242775,-73.90213834,621381.7945033048,723167.8177952315
375,6.541242775,-73.9014131,621461.9881309266,723167.9929235227
376,6.541242775,-73.90068786,621542.181777635,723168.168167535
377,6.541242775,-73.89996262,621622.3754434452,723168.3435272682
378,6.53952033,-73.9449275,616650.8032909832,722967.2516550206
379,6.53952033,-73.94420226,616730.9960894932,722967.4199124691
380,6.53952033,-73.94347702,616811.1889063447,722967.5882856005
381,6.53952033,-73.94275178,616891.3817415545,722967.756774415
382,6.53952033,-73.94202654,616971.5745951339,722967.9253789127
383,6.53952033,-73.9413013,617051.7674670941,722968.0940990938
384,6.53952033,-73.94057606,617131.9603574503,722968.2629349584
385,6.53952033,-73.93985082,617212.1532662126,722968.4318865067
386,6.53952033,-73.93912558,617292.3461933975,722968.6009537386
387,6.53952033,-73.93840034,617372.5391390123,722968.7701366546
388,6.53952033,-73.9376751,617452.7321030723,722968.9394352547
389,6.53952033,-73.93694986,617532.9250855915,722969.1088495388
390,6.53952033,-73.93622462,617613.118086581,722969.2783795072
391,6.53952033,-73.93549938,617693.3111060535,722969.4480251604
392,6.53952033,-73.93477414,617773.5041440203,722969.6177864979
393,6.53952033,-73.9340489,617853.6972004981,722969.7876635202
394,6.53952033,-73.93332366,617933.890275494,722969.9576562272
395,6.53952033,-73.93259842,618014.0833690232,722970.1277646193
396,6.53952033,-73.93187318,618094.2764810999,722970.2979886965
397,6.53952033,-73.93114794,618174.4696117352,722970.4683284591
398,6.53952033,-73.9304227,618254.6627609418,722970.638783907
399,6.53952033,-73.92969746,618334.8559287309,722970.8093550404
400,6.53952033,-73.92897222,618415.0491151165,722970.9800418594
401,6.53952033,-73.92824698,618495.2423201139,722971.1508443644
402,6.53952033,-73.92752174,618575.4355437303,722971.3217625553
403,6.53952033,-73.9267965,618655.6287859824,722971.4927964323
404,6.53952033,-73.92607126,618735.8220468799,722971.6639459955
405,6.53952033,-73.92534602,618816.0153264384,722971.835211245
406,6.53952033,-73.92462078,618896.208624669,722972.006592181
407,6.53952033,-73.92389554,618976.4019415829,722972.1780888038
408,6.53952033,-73.9231703,619056.595277197,722972.3497011132
409,6.53952033,-73.92244506,619136.7886315183,722972.5214291095
410,6.53952033,-73.92171982,619216.982004562,722972.693272793
411,6.53952033,-73.92099458,619297.1753963424,722972.8652321635
412,6.53952033,-73.92026934,619377.3688068705,722973.0373072213
413,6.53952033,-73.9195441,619457.5622361591,722973.2094979667
414,6.53952033,-73.91881886,619537.7556842192,722973.3818043994
415,6.53952033,-73.91809362,619617.9491510662,722973.5542265202
416,6.53952033,-73.91736838,619698.1426367117,722973.7267643287
417,6.53952033,-73.91664314,619778.3361411664,722973.8994178253
418,6.53952033,-73.9159179,619858.5296644459,722974.0721870098
419,6.53952033,-73.91519266,619938.7232065601,722974.2450718828
420,6.53952033,-73.91446742,620018.9167675258,722974.4180724442
421,6.53952033,-73.91374218,620099.1103473499,722974.5911886941
422,6.53952033,-73.91301694,620179.3039460478,722974.7644206326
423,6.53952033,-73.9122917,620259.4975636351,722974.9377682601
424,6.53952033,-73.91156646,620339.6912001186,722975.1112315765
425,6.53952033,-73.91084122,620419.8848555152,722975.284810582
426,6.53952033,-73.91011598,620500.0785298346,722975.4585052767
427,6.53952033,-73.90939074,620580.2722230925,722975.6323156611
428,6.53952033,-73.9086655,620660.4659352998,722975.8062417347
429,6.53952033,-73.90794026,620740.6596664678,722975.980283498
430,6.53952033,-73.90721502,620820.8534166133,722976.1544409512
431,6.53952033,-73.90648978,620901.0471857433,722976.3287140942
432,6.53952033,-73.90576454,620981.2409738734,722976.5031029272
433,6.53952033,-73.9050393,621061.4347810174,722976.6776074509
434,6.53952033,-73.90431406,621141.6286071865,722976.8522276646
435,6.53952033,-73.90358882,621221.8224523935,722977.0269635686
436,6.53952033,-73.90286358,621302.0163166493,722977.2018151637
437,6.53952033,-73.90213834,621382.2101999696,722977.3767824492
438,6.53952033,-73.9014131,621462.4041023655,722977.5518654259
439,6.53952033,-73.90068786,621542.5980238481,722977.7270640936
440,6.53952033,-73.89996262,621622.791964433,722977.9023784522
441,6.537797885,-73.9449275,616651.2026717854,722776.8132753688
442,6.537797885,-73.94420226,616731.3957449781,722776.9814892685
443,6.537797885,-73.94347702,616811.5888365128,722777.1498188215
444,6.537797885,-73.94275178,616891.7819464059,722777.3182640275
445,6.537797885,-73.94202654,616971.975074669,722777.4868248866
446,6.537797885,-73.9413013,617052.1682213132,722777.6555013994
447,6.537797885,-73.94057606,617132.3613863537,722777.8242935656
448,6.537797885,-73.93985082,617212.5545698006,722777.9932013857
449,6.537797885,-73.93912558,617292.7477716706,722778.1622248593
450,6.537797885,-73.93840034,617372.9409919707,722778.3313639874
451,6.537797885,-73.9376751,617453.1342307163,722778.5006187692
452,6.537797885,-73.93694986,617533.3274879213,722778.6699892053
453,6.537797885,-73.93622462,617613.5207635972,722778.8394752959
454,6.537797885,-73.93549938,617693.7140577564,722779.0090770408
