id,lat,lon,E,N
822,6.527463215,-73.94275178,616894.1809706619,721634.6874654122
823,6.527463215,-73.94202654,616974.375745514,721634.8557644278
824,6.527463215,-73.9413013,617054.570538749,721635.0241789175
825,6.527463215,-73.94057606,617134.7653503823,721635.192708881
826,6.527463215,-73.93985082,617214.9601804239,721635.3613543186
827,6.527463215,-73.93912558,617295.1550288906,721635.5301152304
828,6.527463215,-73.93840034,617375.3498957892,721635.6989916164
829,6.527463215,-73.9376751,617455.5447811352,721635.867983477
830,6.527463215,-73.93694986,617535.7396849426,721636.037090812
831,6.527463215,-73.93622462,617615.9346072228,721636.2063136218
832,6.527463215,-73.93549938,617696.1295479882,721636.3756519065
833,6.527463215,-73.93477414,617776.32450725,721636.5451056662
834,6.527463215,-73.9340489,617856.5194850251,721636.714674901
835,6.527463215,-73.93332366,617936.7144813205,721636.884359611
836,6.527463215,-73.93259842,618016.9094961515,721637.0541597964
837,6.527463215,-73.93187318,618097.1045295324,721637.2240754574
838,6.527463215,-73.93114794,618177.299581474,721637.394106594
839,6.527463215,-73.9304227,618257.4946519893,721637.5642532066
840,6.527463215,-73.92969746,618337.6897410892,721637.7345152949
841,6.527463215,-73.92897222,618417.8848487879,721637.9048928594
842,6.527463215,-73.92824698,618498.0799751008,721638.0753859001
843,6.527463215,-73.92752174,618578.2751200348,721638.245994417
844,6.527463215,-73.9267965,618658.4702836068,721638.4167184107
845,6.527463215,-73.92607126,618738.6654658265,721638.5875578808
846,6.527463215,-73.92534602,618818.8606667095,721638.7585128277
847,6.527463215,-73.92462078,618899.0558862668,721638.9295832516
848,6.527463215,-73.92389554,618979.2511245097,721639.1007691523
849,6.527463215,-73.9231703,619059.4463814552,721639.2720705302
850,6.527463215,-73.92244506,619139.64165711,721639.4434873855
851,6.527463215,-73.92171982,619219.8369514896,721639.6150197184
852,6.527463215,-73.92099458,619300.032264608,721639.7866675286
853,6.527463215,-73.92026934,619380.2275964767,721639.9584308167
854,6.527463215,-73.9195441,619460.4229471078,721640.1303095825
855,6.527463215,-73.91881886,619540.6183165129,721640.3023038263
856,6.527463215,-73.91809362,619620.8137047073,721640.4744135484
857,6.527463215,-73.91736838,619701.0091117021,721640.6466387486
858,6.527463215,-73.91664314,619781.2045375087,721640.8189794272
859,6.527463215,-73.9159179,619861.3999821424,721640.9914355844
860,6.527463215,-73.91519266,619941.595445613,721641.1640072203
861,6.527463215,-73.91446742,620021.7909279374,721641.336694335
862,6.527463215,-73.91374218,620101.9864291225,721641.5094969287
863,6.527463215,-73.91301694,620182.1819491837,721641.6824150013
864,6.527463215,-73.9122917,620262.3774881365,721641.8554485531
865,6.527463215,-73.91156646,620342.573045988,721642.0285975847
866,6.527463215,-73.91084122,620422.7686227547,721642.2018620954
867,6.527463215,-73.91011598,620502.9642184468,721642.3752420859
868,6.527463215,-73.90939074,620583.1598330793,721642.5487375561
869,6.527463215,-73.9086655,620663.3554666637,721642.7223485064
870,6.527463215,-73.90794026,620743.5511192111,721642.8960749366
871,6.527463215,-73.90721502,620823.7467907384,721643.069916847
872,6.527463215,-73.90648978,620903.9424812526,721643.2438742379
873,6.527463215,-73.90576454,620984.1381907689,721643.4179471091
874,6.527463215,-73.9050393,621064.3339193016,721643.5921354609
875,6.527463215,-73.90431406,621144.5296668616,721643.7664392935
876,6.527463215,-73.90358882,621224.7254334618,721643.9408586071
877,6.527463215,-73.90286358,621304.9212191134,721644.1153934015
878,6.527463215,-73.90213834,621385.1170238316,721644.2900436772
879,6.527463215,-73.9014131,621465.3128476278,721644.4648094344
880,6.527463215,-73.90068786,621545.508690513,721644.6396906727
881,6.527463215,-73.89996262,621625.7045525027,721644.8146873929
882,6.52574077,-73.9449275,616653.9954036477,721443.7449694396
883,6.52574077,-73.94420226,616734.1903976019,721443.9128784821
884,6.52574077,-73.94347702,616814.3854099002,721444.080902968
885,6.52574077,-73.94275178,616894.5804405595,721444.2490428974
886,6.52574077,-73.94202654,616974.7754895907,721444.4172982705
887,6.52574077,-73.9413013,617054.9705570054,721444.5856690874
888,6.52574077,-73.94057606,617135.1656428187,721444.7541553483
889,6.52574077,-73.93985082,617215.3607470405,721444.9227570534
890,6.52574077,-73.93912558,617295.5558696876,721445.0914742027
891,6.52574077,-73.93840034,617375.7510107671,721445.2603067963
892,6.52574077,-73.9376751,617455.9461702943,721445.4292548344
893,6.52574077,-73.93694986,617536.1413482833,721445.5983183173
894,6.52574077,-73.93622462,617616.3365447453,721445.7674972449
895,6.52574077,-73.93549938,617696.5317596928,721445.9367916173
896,6.52574077,-73.93477414,617776.726993137,721446.1062014349
897,6.52574077,-73.9340489,617856.922245095,721446.2757266975
898,6.52574077,-73.93332366,617937.1175155735,721446.4453674057
899,6.52574077,-73.93259842,618017.312804588,721446.615123559
900,6.52574077,-73.93187318,618097.5081121526,721446.7849951581
901,6.52574077,-73.93114794,618177.7034382783,721446.954982203
902,6.52574077,-73.9304227,618257.898782978,721447.1250846935
903,6.52574077,-73.92969746,618338.0941462626,721447.2953026303
904,6.52574077,-73.92897222,618418.2895281464,721447.4656360128
905,6.52574077,-73.92824698,618498.4849286446,721447.636084842
906,6.52574077,-73.92752174,618578.6803477643,721447.8066491175
907,6.52574077,-73.9267965,618658.8757855224,721447.9773288396
908,6.52574077,-73.92607126,618739.0712419285,721448.1481240081
909,6.52574077,-73.92534602,618819.2667169981,721448.3190346236
910,6.52574077,-73.92462078,618899.4622107424,721448.4900606861
911,6.52574077,-73.92389554,618979.6577231726,721448.6612021956
912,6.52574077,-73.9231703,619059.8532543057,721448.8324591523
913,6.52574077,-73.92244506,619140.0488041483,721449.0038315564
914,6.52574077,-73.92171982,619220.2443727164,721449.1753194081
915,6.52574077,-73.92099458,619300.4399600235,721449.3469227072
916,6.52574077,-73.92026934,619380.6355660809,721449.5186414543
917,6.52574077,-73.9195441,619460.8311909015,721449.6904756491
918,6.52574077,-73.91881886,619541.0268344961,721449.862425292
919,6.52574077,-73.91809362,619621.2224968805,721450.0344903832
920,6.52574077,-73.91736838,619701.4181780654,721450.2066709227
921,6.52574077,-73.91664314,619781.6138780626,721450.3789669106
922,6.52574077,-73.9159179,619861.8095968873,721450.5513783471
923,6.52574077,-73.91519266,619942.0053345491,721450.7239052324
924,6.52574077,-73.91446742,620022.201091065,721450.8965475663
925,6.52574077,-73.91374218,620102.3968664419,721451.0693053495
926,6.52574077,-73.91301694,620182.5926606954,721451.2421785818
927,6.52574077,-73.9122917,620262.7884738408,721451.4151672634
928,6.52574077,-73.91156646,620342.984305885,721451.5882713941
929,6.52574077,-73.91084122,620423.1801568451,721451.7614909748
930,6.52574077,-73.91011598,620503.3760267305,721451.934826005
931,6.52574077,-73.90939074,620583.571915557,721452.1082764851
932,6.52574077,-73.9086655,620663.7678233356,721452.2818424151
933,6.52574077,-73.90794026,620743.9637500775,721452.4555237953
934,6.52574077,-73.90721502,620824.1596957997,721452.6293206257
935,6.52574077,-73.90648978,620904.355660509,721452.8032329065
936,6.52574077,-73.90576454,620984.5516442208,721452.9772606377
937,6.52574077,-73.9050393,621064.7476469493,721453.1514038199
938,6.52574077,-73.90431406,621144.9436687056,721453.3256624526
939,6.52574077,-73.90358882,621225.1397095022,721453.5000365363
940,6.52574077,-73.90286358,621305.3357693505,721453.6745260711
941,6.52574077,-73.90213834,621385.5318482659,721453.849131057
942,6.52574077,-73.9014131,621465.7279462595,721454.0238514947
943,6.52574077,-73.90068786,621545.9240633426,721454.1986873836
944,6.52574077,-73.89996262,621626.1201995306,721454.3736387241
945,6.524018325,-73.9449275,616654.3939462306,721253.3066902156
946,6.524018325,-73.94420226,616734.5892142912,721253.4745557046
947,6.524018325,-73.94347702,616814.7845006961,721253.6425366071
948,6.524018325,-73.94275178,616894.9798054622,721253.8106329232
949,6.524018325,-73.94202654,616975.1751286008,721253.9788446529
950,6.524018325,-73.9413013,617055.3704701228,721254.1471717966
951,6.524018325,-73.94057606,617135.565830044,721254.3156143544
952,6.524018325,-73.93985082,617215.7612083739,721254.4841723264
953,6.524018325,-73.93912558,617295.9566051295,721254.6528457124
954,6.524018325,-73.93840034,617376.1520203179,721254.821634513
955,6.524018325,-73.9376751,617456.3474539542,721254.9905387282
956,6.524018325,-73.93694986,617536.5429060527,721255.1595583581
957,6.524018325,-73.93622462,617616.7383766243,721255.3286934028
958,6.524018325,-73.93549938,617696.933865682,721255.4979438625
959,6.524018325,-73.93477414,617777.1293732367,721255.6673097374
960,6.524018325,-73.9340489,617857.3248993054,721255.8367910272
961,6.524018325,-73.93332366,617937.5204438949,721256.0063877327
962,6.524018325,-73.93259842,618017.7160070208,721256.1760998536
963,6.524018325,-73.93187318,618097.911588697,721256.3459273902
964,6.524018325,-73.93114794,618178.1071889348,721256.5158703424
965,6.524018325,-73.9304227,618258.3028077468,721256.6859287107
966,6.524018325,-73.92969746,618338.4984451442,721256.8561024949
967,6.524018325,-73.92897222,618418.6941011408,721257.0263916954
968,6.524018325,-73.92824698,618498.8897757523,721257.1967963123
969,6.524018325,-73.92752174,618579.0854689857,721257.3673163456
970,6.524018325,-73.9267965,618659.2811808577,721257.5379517954
971,6.524018325,-73.92607126,618739.4769113781,721257.7087026619
972,6.524018325,-73.92534602,618819.6726605623,721257.8795689454
973,6.524018325,-73.92462078,618899.8684284216,721258.0505506459
974,6.524018325,-73.92389554,618980.0642149671,721258.2216477635
975,6.524018325,-73.9231703,619060.2600202156,721258.3928602985
976,6.524018325,-73.92244506,619140.4558441744,721258.5641882506
977,6.524018325,-73.92171982,619220.6516868585,721258.7356316205
978,6.524018325,-73.92099458,619300.8475482821,721258.9071904081
979,6.524018325,-73.92026934,619381.0434284565,721259.0788646134
980,6.524018325,-73.9195441,619461.2393273942,721259.2506542366
981,6.524018325,-73.91881886,619541.4352451063,721259.4225592781
982,6.524018325,-73.91809362,619621.6311816085,721259.5945797379
983,6.524018325,-73.91736838,619701.8271369118,721259.7667156159
984,6.524018325,-73.91664314,619782.0231110275,721259.9389669123
985,6.524018325,-73.9159179,619862.2191039709,721260.1113336276
986,6.524018325,-73.91519266,619942.4151157519,721260.2838157616
987,6.524018325,-73.91446742,620022.6111463873,721260.4564133143
988,6.524018325,-73.91374218,620102.8071958842,721260.6291262864
989,6.524018325,-73.91301694,620183.0032642577,721260.8019546774
990,6.524018325,-73.9122917,620263.1993515235,721260.974898488
991,6.524018325,-73.91156646,620343.3954576886,721261.147957718
992,6.524018325,-73.91084122,620423.5915827698,721261.3211323677
993,6.524018325,-73.91011598,620503.7877267767,721261.4944224369
994,6.524018325,-73.90939074,620583.983889725,721261.6678279261
995,6.524018325,-73.9086655,620664.1800716256,721261.8413488354
996,6.524018325,-73.90794026,620744.3762724901,721262.014985165
997,6.524018325,-73.90721502,620824.572492335,721262.1887369147
998,6.524018325,-73.90648978,620904.7687311674,721262.3626040849
999,6.524018325,-73.90576454,620984.9649890026,721262.5365866754
1000,6.524018325,-73.9050393,621065.1612658548,721262.710684687
1001,6.524018325,-73.90431406,621145.3575617352,721262.8848981195
1002,6.524018325,-73.90358882,621225.5538766563,721263.0592269727
1003,6.524018325,-73.90286358,621305.7502106294,721263.2336712473
1004,6.524018325,-73.90213834,621385.9465636698,721263.408230943
1005,6.524018325,-73.9014131,621466.142935789,721263.5829060603
1006,6.524018325,-73.90068786,621546.3393269978,721263.757696599
1007,6.524018325,-73.89996262,621626.5357373117,721263.9326025594
1008,6.52229588,-73.9449275,616654.7923840348,721062.8684235301
1009,6.52229588,-73.94420226,616734.9879261295,721063.0362454652
1010,6.52229588,-73.94347702,616815.183486569,721063.2041827835
1011,6.52229588,-73.94275178,616895.3790653698,721063.3722354857
1012,6.52229588,-73.94202654,616975.5746625435,721063.5404035714
1013,6.52229588,-73.9413013,617055.7702781011,721063.7086870414
1014,6.52229588,-73.94057606,617135.965912058,721063.8770858954
1015,6.52229588,-73.93985082,617216.161564424,721064.0456001334
1016,6.52229588,-73.93912558,617296.3572352161,721064.2142297559
1017,6.52229588,-73.93840034,617376.5529244412,721064.3829747629
1018,6.52229588,-73.9376751,617456.7486321146,721064.5518351545
1019,6.52229588,-73.93694986,617536.9443582504,721064.720810931
1020,6.52229588,-73.93622462,617617.1401028598,721064.8899020922
1021,6.52229588,-73.93549938,617697.3358659555,721065.0591086384
1022,6.52229588,-73.93477414,617777.5316475484,721065.2284305698
1023,6.52229588,-73.9340489,617857.7274476558,721065.3978678866
1024,6.52229588,-73.93332366,617937.9232662844,721065.5674205888
1025,6.52229588,-73.93259842,618018.1191034495,721065.7370886764
1026,6.52229588,-73.93187318,618098.3149591654,721065.9068721499
1027,6.52229588,-73.93114794,618178.5108334431,721066.076771009
1028,6.52229588,-73.9304227,618258.7067262954,721066.2467852543
1029,6.52229588,-73.92969746,618338.9026377334,721066.4169148856
1030,6.52229588,-73.92897222,618419.098567771,721066.5871599031
1031,6.52229588,-73.92824698,618499.2945164238,721066.7575203072
1032,6.52229588,-73.92752174,618579.4904836987,721066.9279960976
1033,6.52229588,-73.9267965,618659.6864696125,721067.0985872747
1034,6.52229588,-73.92607126,618739.8824741752,721067.2692938386
1035,6.52229588,-73.92534602,618820.0784974019,721067.4401157894
1036,6.52229588,-73.92462078,618900.2745393041,721067.6110531272
1037,6.52229588,-73.92389554,618980.4705998928,721067.7821058524
1038,6.52229588,-73.9231703,619060.6666791849,721067.9532739647
1039,6.52229588,-73.92244506,619140.8627771874,721068.1245574646
1040,6.52229588,-73.92171982,619221.0588939157,721068.2959563521
1041,6.52229588,-73.92099458,619301.2550293838,721068.4674706273
1042,6.52229588,-73.92026934,619381.451183603,721068.6391002904
1043,6.52229588,-73.9195441,619461.6473565858,721068.8108453414
1044,6.52229588,-73.91881886,619541.8435483434,721068.9827057808
1045,6.52229588,-73.91809362,619622.0397588914,721069.1546816083
1046,6.52229588,-73.91736838,619702.2359882408,721069.3267728243
1047,6.52229588,-73.91664314,619782.432236403,721069.4989794289
1048,6.52229588,-73.9159179,619862.6285033931,721069.6713014221
1049,6.52229588,-73.91519266,619942.8247892213,721069.8437388043
1050,6.52229588,-73.91446742,620023.021093904,721070.0162915753
1051,6.52229588,-73.91374218,620103.2174174486,721070.1889597354
1052,6.52229588,-73.91301694,620183.4137598703,721070.361743285
1053,6.52229588,-73.9122917,620263.6101211845,721070.5346422237
1054,6.52229588,-73.91156646,620343.8065013983,721070.7076565522
1055,6.52229588,-73.91084122,620424.0029005286,721070.8807862701
1056,6.52229588,-73.91011598,620504.1993185849,721071.054031378
1057,6.52229588,-73.90939074,620584.3957555828,721071.2273918757
1058,6.52229588,-73.9086655,620664.5922115336,721071.4008677636
1059,6.52229588,-73.90794026,620744.7886864484,721071.5744590417
1060,6.52229588,-73.90721502,620824.985180344,721071.7481657102
1061,6.52229588,-73.90648978,620905.1816932274,721071.9219877693
1062,6.52229588,-73.90576454,620985.3782251141,721072.0959252187
1063,6.52229588,-73.9050393,621065.5747760179,721072.269978059
1064,6.52229588,-73.90431406,621145.7713459503,721072.4441462905
1065,6.52229588,-73.90358882,621225.9679349238,721072.6184299127
1066,6.52229588,-73.90286358,621306.1645429496,721072.7928289262
1067,6.52229588,-73.90213834,621386.361170043,721072.9673433311
1068,6.52229588,-73.9014131,621466.5578162154,721073.1419731275
1069,6.52229588,-73.90068786,621546.7544814779,721073.3167183154
1070,6.52229588,-73.89996262,621626.951165846,721073.491578895
1071,6.520573435,-73.9449275,616655.1907170597,720872.4301693804
1072,6.520573435,-73.94420226,616735.3865331165,720872.5979477606
1073,6.520573435,-73.94347702,616815.5823675183,720872.7658414944
1074,6.520573435,-73.94275178,616895.7782202819,720872.9338505819
1075,6.520573435,-73.94202654,616975.9740914188,720873.1019750233
1076,6.520573435,-73.9413013,617056.1699809397,720873.2702148188
1077,6.520573435,-73.94057606,617136.3658888603,720873.4385699682
1078,6.520573435,-73.93985082,617216.5618151905,720873.6070404721
1079,6.520573435,-73.93912558,617296.7577599469,720873.7756263302
1080,6.520573435,-73.93840034,617376.9537231367,720873.9443275431
1081,6.520573435,-73.9376751,617457.1497047751,720874.1131441105
1082,6.520573435,-73.93694986,617537.3457048761,720874.2820760327
1083,6.520573435,-73.93622462,617617.5417234512,720874.4511233099
1084,6.520573435,-73.93549938,617697.7377605129,720874.620285942
1085,6.520573435,-73.93477414,617777.9338160722,720874.7895639295
1086,6.520573435,-73.9340489,617858.1298901461,720874.9589572723
1087,6.520573435,-73.93332366,617938.3259827415,720875.1284659706
1088,6.520573435,-73.93259842,618018.5220938739,720875.2980900244
1089,6.520573435,-73.93187318,618098.7182235575,720875.4678294341
1090,6.520573435,-73.93114794,618178.9143718032,720875.6376841997
1091,6.520573435,-73.9304227,618259.1105386235,720875.8076543213
1092,6.520573435,-73.92969746,618339.3067240301,720875.9777397991
1093,6.520573435,-73.92897222,618419.5029280365,720876.1479406331
1094,6.520573435,-73.92824698,618499.6991506584,720876.3182568236
1095,6.520573435,-73.92752174,618579.8953919029,720876.4886883706
1096,6.520573435,-73.9267965,618660.0916517866,720876.6592352744
1097,6.520573435,-73.92607126,618740.2879303193,720876.829897535
1098,6.520573435,-73.92534602,618820.4842275166,720877.0006751524
1099,6.520573435,-73.92462078,618900.6805433895,720877.1715681271
1100,6.520573435,-73.92389554,618980.8768779493,720877.342576459
1101,6.520573435,-73.9231703,619061.0732312128,720877.5137001483
1102,6.520573435,-73.92244506,619141.2696031871,720877.684939195
1103,6.520573435,-73.92171982,619221.4659938875,720877.8562935997
1104,6.520573435,-73.92099458,619301.6624033281,720878.027763362
1105,6.520573435,-73.92026934,619381.85883152,720878.1993484822
1106,6.520573435,-73.9195441,619462.0552784759,720878.3710489604
1107,6.520573435,-73.91881886,619542.251744207,720878.5428647969
1108,6.520573435,-73.91809362,619622.4482287287,720878.7147959918
1109,6.520573435,-73.91736838,619702.6447320521,720878.8868425451
1110,6.520573435,-73.91664314,619782.8412541887,720879.0590044572
1111,6.520573435,-73.9159179,619863.0377951534,720879.2312817278
1112,6.520573435,-73.91519266,619943.2343549567,720879.4036743573
1113,6.520573435,-73.91446742,620023.4309336148,720879.576182346
1114,6.520573435,-73.91374218,620103.6275311351,720879.7488056938
1115,6.520573435,-73.91301694,620183.8241475328,720879.9215444009
1116,6.520573435,-73.9122917,620264.0207828233,720880.0943984673
1117,6.520573435,-73.91156646,620344.2174370139,720880.2673678937
1118,6.520573435,-73.91084122,620424.414110121,720880.4404526795
1119,6.520573435,-73.91011598,620504.6108021546,720880.6136528251
1120,6.520573435,-73.90939074,620584.8075131302,720880.7869683309
1121,6.520573435,-73.9086655,620665.004243059,720880.9603991968
1122,6.520573435,-73.90794026,620745.2009919521,720881.133945423
1123,6.520573435,-73.90721502,620825.3977598263,720881.3076070094
1124,6.520573435,-73.90648978,620905.5945466886,720881.4813839565
1125,6.520573435,-73.90576454,620985.7913525547,720881.6552762644
1126,6.520573435,-73.9050393,621065.9881774382,720881.8292839328
1127,6.520573435,-73.90431406,621146.1850213506,720882.0034069625
1128,6.520573435,-73.90358882,621226.3818843043,720882.1776453531
1129,6.520573435,-73.90286358,621306.5787663107,720882.3519991051
1130,6.520573435,-73.90213834,621386.7756673852,720882.5264682184
1131,6.520573435,-73.9014131,621466.9725875388,720882.7010526934
1132,6.520573435,-73.90068786,621547.1695267828,720882.8757525298
1133,6.520573435,-73.89996262,621627.3664851328,720883.0505677282
1134,6.51885099,-73.9449275,616655.588945305,720681.9919277627
1135,6.51885099,-73.94420226,616735.7850352519,720682.1596625878
1136,6.51885099,-73.94347702,616815.981143544,720682.3275127363
1137,6.51885099,-73.94275178,616896.1772701984,720682.4954782088
1138,6.51885099,-73.94202654,616976.3734152261,720682.663559005
1139,6.51885099,-73.9413013,617056.5695786385,720682.8317551253
1140,6.51885099,-73.94057606,617136.7657604507,720683.0000665698
1141,6.51885099,-73.93985082,617216.9619606729,720683.1684933386
1142,6.51885099,-73.93912558,617297.1581793216,720683.337035432
1143,6.51885099,-73.93840034,617377.3544164039,720683.5056928499
1144,6.51885099,-73.9376751,617457.5506719353,720683.6744655925
1145,6.51885099,-73.93694986,617537.7469459297,720683.8433536601
1146,6.51885099,-73.93622462,617617.9432383983,720684.0123570526
1147,6.51885099,-73.93549938,617698.1395493539,720684.1814757702
1148,6.51885099,-73.93477414,617778.3358788074,720684.3507098131
1149,6.51885099,-73.9340489,617858.5322267758,720684.5200591813
1150,6.51885099,-73.93332366,617938.7285932661,720684.689523875
1151,6.51885099,-73.93259842,618018.9249782937,720684.8591038946
1152,6.51885099,-73.93187318,618099.1213818728,720685.0287992399
1153,6.51885099,-73.93114794,618179.3178040142,720685.1986099113
1154,6.51885099,-73.9304227,618259.5142447308,720685.3685359085
1155,6.51885099,-73.92969746,618339.7107040337,720685.538577232
1156,6.51885099,-73.92897222,618419.907181937,720685.7087338819
1157,6.51885099,-73.92824698,618500.103678456,720685.8790058583
1158,6.51885099,-73.92752174,618580.3001935979,720686.0493931614
1159,6.51885099,-73.9267965,618660.4967273794,720686.2198957911
1160,6.51885099,-73.92607126,618740.6932798102,720686.3905137478
1161,6.51885099,-73.92534602,618820.8898509059,720686.5612470313
1162,6.51885099,-73.92462078,618901.0864406775,720686.7320956422
1163,6.51885099,-73.92389554,618981.2830491364,720686.9030595805
1164,6.51885099,-73.9231703,619061.4796762994,720687.074138846
1165,6.51885099,-73.92244506,619141.6763221733,720687.2453334392
1166,6.51885099,-73.92171982,619221.8729867737,720687.41664336
1167,6.51885099,-73.92099458,619302.0696701147,720687.5880686088
1168,6.51885099,-73.92026934,619382.2663722073,720687.7596091856
1169,6.51885099,-73.9195441,619462.4630930643,720687.9312650902
1170,6.51885099,-73.91881886,619542.6598326965,720688.1030363234
1171,6.51885099,-73.91809362,619622.8565911199,720688.274922885
1172,6.51885099,-73.91736838,619703.0533683454,720688.446924775
1173,6.51885099,-73.91664314,619783.2501643841,720688.6190419937
1174,6.51885099,-73.9159179,619863.4469792517,720688.7912745413
1175,6.51885099,-73.91519266,619943.6438129578,720688.9636224179
1176,6.51885099,-73.91446742,620023.8406655192,720689.1360856233
1177,6.51885099,-73.91374218,620104.0375369431,720689.3086641581
1178,6.51885099,-73.91301694,620184.2344272448,720689.4813580222
1179,6.51885099,-73.9122917,620264.4313364397,720689.6541672158
1180,6.51885099,-73.91156646,620344.6282645348,720689.8270917392
1181,6.51885099,-73.91084122,620424.8252115468,720690.0001315923
1182,6.51885099,-73.91011598,620505.0221774856,720690.1732867751
1183,6.51885099,-73.90939074,620585.2191623669,720690.3465572881
1184,6.51885099,-73.9086655,620665.4161662015,720690.5199431314
1185,6.51885099,-73.90794026,620745.6131890009,720690.6934443051
1186,6.51885099,-73.90721502,620825.8102307817,720690.867060809
1187,6.51885099,-73.90648978,620906.007291551,720691.0407926437
1188,6.51885099,-73.90576454,620986.2043713242,720691.214639809
1189,6.51885099,-73.9050393,621066.4014701153,720691.3886023052
1190,6.51885099,-73.90431406,621146.5985879356,720691.5626801325
1191,6.51885099,-73.90358882,621226.7957247975,720691.7368732909
1192,6.51885099,-73.90286358,621306.9928807124,720691.9111817806
1193,6.51885099,-73.90213834,621387.1900556958,720692.0856056017
1194,6.51885099,-73.9014131,621467.3872497586,720692.2601447545
1195,6.51885099,-73.90068786,621547.5844629123,720692.434799239
1196,6.51885099,-73.89996262,621627.7816951721,720692.6095690554
1197,6.517128545,-73.9449275,616655.9870687702,720491.5536986744
1198,6.517128545,-73.94420226,616736.1834325352,720491.7213899435
1199,6.517128545,-73.94347702,616816.3798146457,720491.8891965062
1200,6.517128545,-73.94275178,616896.5762151188,720492.0571183629
1201,6.517128545,-73.94202654,616976.7726339654,720492.2251555133
1202,6.517128545,-73.9413013,617056.969071197,720492.3933079581
1203,6.517128545,-73.94057606,617137.1655268288,720492.5615756969
1204,6.517128545,-73.93985082,617217.3620008709,720492.7299587302
1205,6.517128545,-73.93912558,617297.5584933398,720492.898457058
1206,6.517128545,-73.93840034,617377.7550042428,720493.0670706803
1207,6.517128545,-73.9376751,617457.9515335949,720493.2357995977
1208,6.517128545,-73.93694986,617538.1480814104,720493.4046438098
1209,6.517128545,-73.93622462,617618.3446477007,720493.5736033169
1210,6.517128545,-73.93549938,617698.541232478,720493.7426781195
1211,6.517128545,-73.93477414,617778.7378357537,720493.911868217
1212,6.517128545,-73.9340489,617858.9344575446,720494.0811736102
1213,6.517128545,-73.93332366,617939.1310978578,720494.2505942989
1214,6.517128545,-73.93259842,618019.3277567085,720494.4201302833
1215,6.517128545,-73.93187318,618099.5244341108,720494.5897815637
1216,6.517128545,-73.93114794,618179.7211300761,720494.75954814
1217,6.517128545,-73.9304227,618259.9178446168,720494.9294300126
1218,6.517128545,-73.92969746,618340.1145777442,720495.0994271813
1219,6.517128545,-73.92897222,618420.3113294722,720495.2695396462
1220,6.517128545,-73.92824698,618500.5080998164,720495.4397674081
1221,6.517128545,-73.92752174,618580.7048887835,720495.6101104665
1222,6.517128545,-73.9267965,618660.9016963907,720495.7805688216
1223,6.517128545,-73.92607126,618741.0985226475,720495.9511424737
1224,6.517128545,-73.92534602,618821.2953675694,720496.1218314229
1225,6.517128545,-73.92462078,618901.4922311679,720496.2926356695
1226,6.517128545,-73.92389554,618981.6891134537,720496.4635552131
1227,6.517128545,-73.9231703,619061.8860144439,720496.6345900545
1228,6.517128545,-73.92244506,619142.0829341456,720496.8057401932
1229,6.517128545,-73.92171982,619222.279872574,720496.97700563
1230,6.517128545,-73.92099458,619302.4768297432,720497.1483863646
1231,6.517128545,-73.92026934,619382.6738056644,720497.3198823972
1232,6.517128545,-73.9195441,619462.8708003502,720497.4914937279
1233,6.517128545,-73.91881886,619543.0678138119,720497.6632203571
1234,6.517128545,-73.91809362,619623.2648460648,720497.8350622846
1235,6.517128545,-73.91736838,619703.4618971202,720498.0070195107
1236,6.517128545,-73.91664314,619783.6589669893,720498.1790920356
1237,6.517128545,-73.9159179,619863.8560556873,720498.3512798594
1238,6.517128545,-73.91519266,619944.0531632244,720498.5235829821
1239,6.517128545,-73.91446742,620024.250289617,720498.6960014038
1240,6.517128545,-73.91374218,620104.4474348724,720498.8685351252
1241,6.517128545,-73.91301694,620184.644599006,720499.0411841457
1242,6.517128545,-73.9122917,620264.841782033,720499.2139484658
1243,6.517128545,-73.91156646,620345.0389839606,720499.3868280855
1244,6.517128545,-73.91084122,620425.2362048056,720499.5598230052
1245,6.517128545,-73.91011598,620505.4334445777,720499.7329332248
1246,6.517128545,-73.90939074,620585.6307032924,720499.9061587445
1247,6.517128545,-73.9086655,620665.8279809608,720500.0794995644
1248,6.517128545,-73.90794026,620746.0252775943,720500.2529556849
1249,6.517128545,-73.90721502,620826.2225932097,720500.4265271056
1250,6.517128545,-73.90648978,620906.4199278138,720500.6002138272
1251,6.517128545,-73.90576454,620986.6172814223,720500.7740158493
1252,6.517128545,-73.9050393,621066.8146540488,720500.9479331726
1253,6.517128545,-73.90431406,621147.0120457049,720501.121965797
1254,6.517128545,-73.90358882,621227.209456403,720501.2961137225
1255,6.517128545,-73.90286358,621307.4068861543,720501.4703769493
1256,6.517128545,-73.90213834,621387.6043349745,720501.6447554777
1257,6.517128545,-73.9014131,621467.8018028745,720501.8192493079
1258,6.517128545,-73.90068786,621547.9992898656,720501.9938584395
1259,6.517128545,-73.89996262,621628.1967959633,720502.1685828732
1260,6.5154061,-73.9449275,616656.3850874553,720301.1154821117
1261,6.5154061,-73.94420226,616736.5817249662,720301.2831298244
1262,6.5154061,-73.94347702,616816.7783808229,720301.4508928005
1263,6.5154061,-73.94275178,616896.9750550425,720301.6187710408
1264,6.5154061,-73.94202654,616977.171747636,720301.786764545
1265,6.5154061,-73.9413013,617057.3684586149,720301.9548733133
1266,6.5154061,-73.94057606,617137.5651879943,720302.123097346
