id,x_survey,y_survey,E,N,lon,lat
R_0_0,0.0,0.0,824154.0819997052,475907.88265661214,-72.08,4.299999999999999
R_0_1,0.0,49.05619300455689,824154.0819997052,475956.9388496167,-72.07999831131335,4.300443221650876
R_0_2,0.0,98.11238600911378,824154.0819997052,476005.9950426213,-72.079996622451,4.300886443295942
R_0_3,0.0,147.16857901367067,824154.0819997052,476055.0512356258,-72.079994933413,4.301329664935199
R_0_4,0.0,196.22477201822755,824154.0819997052,476104.10742863035,-72.07999324419931,4.301772886568642
R_0_5,0.0,245.28096502278444,824154.0819997052,476153.16362163494,-72.07999155480995,4.302216108196273
R_0_6,0.0,294.33715802734133,824154.0819997052,476202.2198146395,-72.0799898652449,4.302659329818092
R_0_7,0.0,343.3933510318982,824154.0819997052,476251.276007644,-72.07998817550417,4.303102551434096
R_0_8,0.0,392.4495440364551,824154.0819997052,476300.3322006486,-72.07998648558778,4.303545773044285
R_0_9,0.0,441.505737041012,824154.0819997052,476349.38839365315,-72.07998479549569,4.303988994648659
R_0_10,0.0,490.5619300455689,824154.0819997052,476398.4445866577,-72.07998310522792,4.304432216247216
R_0_11,0.0,539.6181230501257,824154.0819997052,476447.5007796623,-72.07998141478448,4.304875437839961
R_0_12,0.0,588.6743160546827,824154.0819997052,476496.5569726668,-72.07997972416536,4.305318659426885
R_0_13,0.0,637.7305090592396,824154.0819997052,476545.61316567136,-72.07997803337054,4.305761881007993
R_0_14,0.0,686.7867020637964,824154.0819997052,476594.66935867595,-72.07997634240004,4.3062051025832835
R_0_15,0.0,735.8428950683533,824154.0819997052,476643.7255516805,-72.07997465125386,4.3066483241527544
R_0_16,0.0,784.8990880729102,824154.0819997052,476692.781744685,-72.07997295993201,4.307091545716408
R_0_17,0.0,833.9552810774671,824154.0819997052,476741.8379376896,-72.07997126843448,4.307534767274239
R_0_18,0.0,883.011474082024,824154.0819997052,476790.89413069416,-72.07996957676124,4.307977988826251
R_0_19,0.0,932.0676670865809,824154.0819997052,476839.95032369875,-72.07996788491232,4.308421210372442
R_0_20,0.0,981.1238600911378,824154.0819997052,476889.0065167033,-72.07996619288771,4.308864431912811
R_0_21,0.0,1030.1800530956946,824154.0819997052,476938.0627097078,-72.07996450068744,4.30930765344736
R_0_22,0.0,1079.2362461002515,824154.0819997052,476987.1189027124,-72.07996280831145,4.309750874976085
R_0_23,0.0,1128.2924391048084,824154.0819997052,477036.17509571696,-72.07996111575979,4.310194096498983
R_0_24,0.0,1177.3486321093653,824154.0819997052,477085.2312887215,-72.07995942303245,4.3106373180160595
R_0_25,0.0,1226.4048251139222,824154.0819997052,477134.2874817261,-72.07995773012941,4.311080539527313
R_0_26,0.0,1275.4610181184792,824154.0819997052,477183.3436747306,-72.07995603705069,4.311523761032739
R_0_27,0.0,1324.517211123036,824154.0819997052,477232.39986773516,-72.07995434379626,4.311966982532342
R_0_28,0.0,1373.5734041275928,824154.0819997052,477281.45606073976,-72.07995265036615,4.312410204026116
R_0_29,0.0,1422.6295971321497,824154.0819997052,477330.5122537443,-72.07995095676037,4.312853425514065
R_0_30,0.0,1471.6857901367066,824154.0819997052,477379.56844674883,-72.07994926297887,4.313296646996185
R_0_31,0.0,1520.7419831412635,824154.0819997052,477428.6246397534,-72.0799475690217,4.313739868472476
R_0_32,0.0,1569.7981761458204,824154.0819997052,477477.68083275796,-72.07994587488882,4.314183089942941
R_0_33,0.0,1618.8543691503774,824154.0819997052,477526.7370257625,-72.07994418058026,4.314626311407574
R_0_34,0.0,1667.9105621549343,824154.0819997052,477575.7932187671,-72.079942486096,4.315069532866381
R_0_35,0.0,1716.9667551594912,824154.0819997052,477624.84941177163,-72.07994079143604,4.315512754319352
R_0_36,0.0,1766.022948164048,824154.0819997052,477673.90560477617,-72.07993909660041,4.315955975766495
R_0_37,0.0,1815.0791411686048,824154.0819997052,477722.96179778076,-72.07993740158908,4.316399197207804
R_0_38,0.0,1864.1353341731617,824154.0819997052,477772.0179907853,-72.07993570640204,4.316842418643285
R_0_39,0.0,1913.1915271777186,824154.0819997052,477821.07418378984,-72.07993401103931,4.317285640072929
R_0_40,0.0,1962.2477201822755,824154.0819997052,477870.13037679443,-72.07993231550088,4.317728861496741
R_0_41,0.0,2011.3039131868325,824154.0819997052,477919.18656979897,-72.07993061978677,4.318172082914719
R_0_42,0.0,2060.360106191389,824154.0819997052,477968.2427628035,-72.07992892389694,4.318615304326861
R_0_43,0.0,2109.416299195946,824154.0819997052,478017.2989558081,-72.07992722783142,4.319058525733171
R_0_44,0.0,2158.472492200503,824154.0819997052,478066.35514881264,-72.0799255315902,4.319501747133642
R_0_45,0.0,2207.52868520506,824154.0819997052,478115.4113418172,-72.0799238351733,4.3199449685282785
R_0_46,0.0,2256.584878209617,824154.0819997052,478164.4675348218,-72.07992213858068,4.320388189917075
R_0_47,0.0,2305.6410712141737,824154.0819997052,478213.5237278263,-72.07992044181238,4.320831411300036
R_0_48,0.0,2354.6972642187307,824154.0819997052,478262.57992083085,-72.07991874486837,4.3212746326771585
R_0_49,0.0,2403.7534572232876,824154.0819997052,478311.63611383544,-72.07991704774865,4.321717854048442
R_0_50,0.0,2452.8096502278445,824154.0819997052,478360.69230684,-72.07991535045323,4.322161075413886
R_0_51,0.0,2501.8658432324014,824154.0819997052,478409.7484998446,-72.07991365298211,4.32260429677349
R_0_52,0.0,2550.9220362369583,824154.0819997052,478458.8046928491,-72.0799119553353,4.323047518127254
R_0_53,0.0,2599.9782292415152,824154.0819997052,478507.86088585365,-72.0799102575128,4.323490739475175
R_0_54,0.0,2649.034422246072,824154.0819997052,478556.91707885824,-72.07990855951456,4.323933960817255
R_0_55,0.0,2698.090615250629,824154.0819997052,478605.9732718628,-72.07990686134063,4.324377182153492
R_0_56,0.0,2747.1468082551855,824154.0819997052,478655.0294648673,-72.07990516299101,4.324820403483887
R_0_57,0.0,2796.2030012597425,824154.0819997052,478704.0856578719,-72.07990346446569,4.3252636248084375
R_0_58,0.0,2845.2591942642994,824154.0819997052,478753.14185087645,-72.07990176576465,4.325706846127144
R_0_59,0.0,2894.3153872688563,824154.0819997052,478802.198043881,-72.0799000668879,4.326150067440006
R_0_60,0.0,2943.371580273413,824154.0819997052,478851.2542368856,-72.07989836783545,4.326593288747022
R_0_61,0.0,2992.42777327797,824154.0819997052,478900.3104298901,-72.07989666860729,4.327036510048192
R_0_62,0.0,3041.483966282527,824154.0819997052,478949.36662289465,-72.07989496920341,4.327479731343515
R_0_63,0.0,3090.540159287084,824154.0819997052,478998.42281589925,-72.07989326962384,4.327922952632991
R_0_64,0.0,3139.596352291641,824154.0819997052,479047.4790089038,-72.07989156986856,4.328366173916621
R_0_65,0.0,3188.652545296198,824154.0819997052,479096.5352019083,-72.07988986993759,4.3288093951944004
R_0_66,0.0,3237.7087383007547,824154.0819997052,479145.5913949129,-72.07988816983088,4.329252616466332
R_0_67,0.0,3286.7649313053116,824154.0819997052,479194.64758791745,-72.07988646954847,4.329695837732412
R_0_68,0.0,3335.8211243098685,824154.0819997052,479243.703780922,-72.07988476909036,4.3301390589926445
R_0_69,0.0,3384.8773173144255,824154.0819997052,479292.7599739266,-72.07988306845652,4.330582280247025
R_0_70,0.0,3433.9335103189824,824154.0819997052,479341.8161669311,-72.07988136764699,4.331025501495553
R_0_71,0.0,3482.9897033235393,824154.0819997052,479390.87235993566,-72.07987966666174,4.331468722738232
R_0_72,0.0,3532.045896328096,824154.0819997052,479439.92855294026,-72.07987796550077,4.331911943975054
R_0_73,0.0,3581.1020893326527,824154.0819997052,479488.9847459448,-72.0798762641641,4.332355165206026
R_0_74,0.0,3630.1582823372096,824154.0819997052,479538.0409389493,-72.07987456265171,4.332798386431144
R_0_75,0.0,3679.2144753417665,824154.0819997052,479587.0971319539,-72.0798728609636,4.333241607650408
R_0_76,0.0,3728.2706683463234,824154.0819997052,479636.15332495846,-72.07987115909978,4.333684828863816
R_0_77,0.0,3777.3268613508803,824154.0819997052,479685.209517963,-72.07986945706025,4.334128050071367
R_0_78,0.0,3826.3830543554373,824154.0819997052,479734.2657109676,-72.07986775484501,4.334571271273063
R_0_79,0.0,3875.439247359994,824154.0819997052,479783.32190397213,-72.07986605245405,4.335014492468903
R_0_80,0.0,3924.495440364551,824154.0819997052,479832.37809697667,-72.07986434988737,4.335457713658886
R_0_81,0.0,3973.551633369108,824154.0819997052,479881.43428998126,-72.07986264714498,4.335900934843009
R_0_82,0.0,4022.607826373665,824154.0819997052,479930.4904829858,-72.07986094422685,4.336344156021277
R_0_83,0.0,4071.664019378222,824154.0819997052,479979.54667599034,-72.07985924113302,4.336787377193683
R_0_84,0.0,4120.720212382778,824154.0819997052,480028.60286899493,-72.07985753786348,4.337230598360229
R_0_85,0.0,4169.776405387335,824154.0819997052,480077.65906199947,-72.07985583441821,4.337673819520917
R_0_86,0.0,4218.832598391892,824154.0819997052,480126.71525500406,-72.07985413079722,4.338117040675742
R_0_87,0.0,4267.888791396449,824154.0819997052,480175.7714480086,-72.07985242700052,4.338560261824706
R_0_88,0.0,4316.944984401006,824154.0819997052,480224.82764101314,-72.07985072302809,4.339003482967808
R_0_89,0.0,4366.001177405563,824154.0819997052,480273.88383401773,-72.07984901887994,4.339446704105048
R_0_90,0.0,4415.05737041012,824154.0819997052,480322.94002702227,-72.07984731455608,4.339889925236423
R_0_91,0.0,4464.113563414677,824154.0819997052,480371.9962200268,-72.07984561005648,4.340333146361934
R_0_92,0.0,4513.169756419234,824154.0819997052,480421.0524130314,-72.07984390538117,4.340776367481582
R_0_93,0.0,4562.225949423791,824154.0819997052,480470.10860603594,-72.07984220053014,4.341219588595365
R_0_94,0.0,4611.2821424283475,824154.0819997052,480519.1647990405,-72.07984049550338,4.341662809703282
R_0_95,0.0,4660.338335432904,824154.0819997052,480568.22099204507,-72.0798387903009,4.342106030805332
R_0_96,0.0,4709.394528437461,824154.0819997052,480617.2771850496,-72.07983708492269,4.342549251901516
R_0_97,0.0,4758.450721442018,824154.0819997052,480666.33337805414,-72.07983537936876,4.34299247299183
R_0_98,0.0,4807.506914446575,824154.0819997052,480715.38957105874,-72.0798336736391,4.3434356940762795
R_0_99,0.0,4856.563107451132,824154.0819997052,480764.4457640633,-72.07983196773371,4.343878915154858
R_0_100,0.0,4905.619300455689,824154.0819997052,480813.5019570678,-72.0798302616526,4.344322136227568
R_0_101,0.0,4954.675493460246,824154.0819997052,480862.5581500724,-72.07982855539578,4.344765357294409
R_0_102,0.0,5003.731686464803,824154.0819997052,480911.61434307694,-72.07982684896321,4.345208578355377
R_0_103,0.0,5052.78787946936,824154.0819997052,480960.6705360815,-72.0798251423549,4.345651799410476
R_0_104,0.0,5101.844072473917,824154.0819997052,481009.7267290861,-72.07982343557089,4.346095020459704
R_0_105,0.0,5150.900265478474,824154.0819997052,481058.7829220906,-72.07982172861115,4.346538241503058
R_0_106,0.0,5199.9564584830305,824154.0819997052,481107.83911509515,-72.07982002147567,4.34698146254054
R_0_107,0.0,5249.012651487587,824154.0819997052,481156.89530809975,-72.07981831416447,4.347424683572148
R_0_108,0.0,5298.068844492144,824154.0819997052,481205.9515011043,-72.07981660667753,4.347867904597884
R_0_109,0.0,5347.125037496701,824154.0819997052,481255.0076941088,-72.07981489901486,4.348311125617741
R_0_110,0.0,5396.181230501258,824154.0819997052,481304.0638871134,-72.07981319117646,4.348754346631727
R_0_111,0.0,5445.237423505815,824154.0819997052,481353.12008011795,-72.07981148316232,4.349197567639837
R_0_112,0.0,5494.293616510371,824154.0819997052,481402.1762731225,-72.07980977497246,4.349640788642067
R_0_113,0.0,5543.349809514928,824154.0819997052,481451.2324661271,-72.07980806660686,4.350084009638422
R_0_114,0.0,5592.406002519485,824154.0819997052,481500.2886591316,-72.07980635806553,4.3505272306289005
R_0_115,0.0,5641.462195524042,824154.0819997052,481549.34485213616,-72.07980464934846,4.350970451613498
R_0_116,0.0,5690.518388528599,824154.0819997052,481598.40104514075,-72.07980294045565,4.351413672592221
R_0_117,0.0,5739.574581533156,824154.0819997052,481647.4572381453,-72.07980123138714,4.351856893565061
R_0_118,0.0,5788.630774537713,824154.0819997052,481696.5134311499,-72.07979952214286,4.352300114532023
R_0_119,0.0,5837.6869675422695,824154.0819997052,481745.5696241544,-72.07979781272284,4.352743335493104
R_0_120,0.0,5886.743160546826,824154.0819997052,481794.62581715896,-72.07979610312711,4.353186556448302
R_0_121,0.0,5935.799353551383,824154.0819997052,481843.68201016355,-72.07979439335563,4.353629777397619
R_0_122,0.0,5984.85554655594,824154.0819997052,481892.7382031681,-72.0797926834084,4.354072998341055
R_0_123,0.0,6033.911739560497,824154.0819997052,481941.7943961726,-72.07979097328545,4.354516219278607
R_0_124,0.0,6082.967932565054,824154.0819997052,481990.8505891772,-72.07978926298676,4.354959440210277
R_0_125,0.0,6132.024125569611,824154.0819997052,482039.90678218176,-72.07978755251233,4.3554026611360595
R_0_126,0.0,6181.080318574168,824154.0819997052,482088.9629751863,-72.07978584186215,4.355845882055959
R_0_127,0.0,6230.136511578725,824154.0819997052,482138.0191681909,-72.07978413103623,4.356289102969974
R_0_128,0.0,6279.192704583282,824154.0819997052,482187.0753611954,-72.07978242003459,4.356732323878102
R_0_129,0.0,6328.248897587839,824154.0819997052,482236.13155419996,-72.0797807088572,4.357175544780345
R_0_130,0.0,6377.305090592396,824154.0819997052,482285.18774720456,-72.07977899750405,4.357618765676699
R_0_131,0.0,6426.3612835969525,824154.0819997052,482334.2439402091,-72.07977728597517,4.358061986567167
R_0_132,0.0,6475.417476601509,824154.0819997052,482383.30013321363,-72.07977557427056,4.358505207451745
R_0_133,0.0,6524.473669606066,824154.0819997052,482432.3563262182,-72.07977386239018,4.358948428330436
R_0_134,0.0,6573.529862610623,824154.0819997052,482481.41251922277,-72.0797721503341,4.359391649203234
R_0_135,0.0,6622.58605561518,824154.0819997052,482530.4687122273,-72.07977043810223,4.359834870070147
R_0_136,0.0,6671.642248619737,824154.0819997052,482579.5249052319,-72.07976872569463,4.360278090931164
R_0_137,0.0,6720.698441624294,824154.0819997052,482628.58109823643,-72.0797670131113,4.360721311786293
R_0_138,0.0,6769.754634628851,824154.0819997052,482677.637291241,-72.07976530035222,4.361164532635528
R_0_139,0.0,6818.810827633408,824154.0819997052,482726.69348424557,-72.07976358741737,4.3616077534788715
R_0_140,0.0,6867.867020637965,824154.0819997052,482775.7496772501,-72.0797618743068,4.362050974316323
R_0_141,0.0,6916.923213642522,824154.0819997052,482824.80587025464,-72.07976016102046,4.36249419514788
R_0_142,0.0,6965.979406647079,824154.0819997052,482873.86206325924,-72.0797584475584,4.362937415973542
R_0_143,0.0,7015.0355996516355,824154.0819997052,482922.9182562638,-72.07975673392058,4.36338063679331
R_0_144,0.0,7064.091792656192,824154.0819997052,482971.9744492683,-72.079755020107,4.363823857607181
R_0_145,0.0,7113.147985660748,824154.0819997052,483021.0306422729,-72.07975330611768,4.36426707841516
