id,x_survey,y_survey,E,N,lon,lat
S_0_82,4022.607826373665,0.0,828176.6898260788,475907.88265661214,-72.0437964506507,4.299860140638145
S_0_83,4071.664019378222,0.0,828225.7460190834,475907.88265661214,-72.0433549513023,4.299858424437183
S_0_84,4120.720212382778,0.0,828274.8022120879,475907.88265661214,-72.04291345213178,4.299856707980838
S_0_85,4169.776405387335,0.0,828323.8584050925,475907.88265661214,-72.04247195313914,4.299854991269111
S_0_86,4218.832598391892,0.0,828372.9145980971,475907.88265661214,-72.04203045432445,4.299853274302
S_0_87,4267.888791396449,0.0,828421.9707911016,475907.88265661214,-72.04158895568769,4.299851557079508
S_0_88,4316.944984401006,0.0,828471.0269841062,475907.88265661214,-72.04114745722893,4.299849839601636
S_0_89,4366.001177405563,0.0,828520.0831771108,475907.88265661214,-72.04070595894817,4.299848121868384
S_0_90,4415.05737041012,0.0,828569.1393701152,475907.88265661214,-72.04026446084542,4.2998464038797515
S_0_91,4464.113563414677,0.0,828618.1955631198,475907.88265661214,-72.03982296292077,4.299844685635738
S_0_92,4513.169756419234,0.0,828667.2517561244,475907.88265661214,-72.03938146517417,4.299842967136347
S_0_93,4562.225949423791,0.0,828716.3079491289,475907.88265661214,-72.03893996760569,4.299841248381576
S_0_94,4611.2821424283475,0.0,828765.3641421335,475907.88265661214,-72.03849847021536,4.299839529371429
S_0_95,4660.338335432904,0.0,828814.4203351381,475907.88265661214,-72.03805697300317,4.2998378101059025
S_0_96,4709.394528437461,0.0,828863.4765281426,475907.88265661214,-72.03761547596919,4.299836090585001
S_0_97,4758.450721442018,0.0,828912.5327211472,475907.88265661214,-72.03717397911342,4.29983437080872
S_0_98,4807.506914446575,0.0,828961.5889141518,475907.88265661214,-72.03673248243588,4.299832650777067
S_0_99,4856.563107451132,0.0,829010.6451071562,475907.88265661214,-72.03629098593665,4.299830930490035
S_0_100,4905.619300455689,0.0,829059.7013001608,475907.88265661214,-72.03584948961567,4.299829209947631
S_0_101,4954.675493460246,0.0,829108.7574931654,475907.88265661214,-72.03540799347304,4.299827489149851
S_0_102,5003.731686464803,0.0,829157.81368617,475907.88265661214,-72.03496649750875,4.299825768096697
S_0_103,5052.78787946936,0.0,829206.8698791745,475907.88265661214,-72.03452500172284,4.29982404678817
S_0_104,5101.844072473917,0.0,829255.9260721791,475907.88265661214,-72.03408350611534,4.2998223252242695
S_0_105,5150.900265478474,0.0,829304.9822651837,475907.88265661214,-72.03364201068626,4.2998206034049975
S_0_106,5199.9564584830305,0.0,829354.0384581882,475907.88265661214,-72.03320051543565,4.299818881330353
S_0_107,5249.012651487587,0.0,829403.0946511928,475907.88265661214,-72.0327590203635,4.2998171590003365
S_0_108,5298.068844492144,0.0,829452.1508441974,475907.88265661214,-72.03231752546986,4.299815436414949
S_0_109,5347.125037496701,0.0,829501.2070372018,475907.88265661214,-72.03187603075477,4.299813713574193
S_0_110,5396.181230501258,0.0,829550.2632302064,475907.88265661214,-72.03143453621823,4.299811990478066
S_0_111,5445.237423505815,0.0,829599.319423211,475907.88265661214,-72.03099304186028,4.299810267126569
S_0_112,5494.293616510371,0.0,829648.3756162155,475907.88265661214,-72.03055154768094,4.299808543519705
S_0_113,5543.349809514928,0.0,829697.4318092201,475907.88265661214,-72.03011005368026,4.299806819657471
S_0_114,5592.406002519485,0.0,829746.4880022247,475907.88265661214,-72.02966855985822,4.29980509553987
S_0_115,5641.462195524042,0.0,829795.5441952292,475907.88265661214,-72.0292270662149,4.2998033711669015
S_0_116,5690.518388528599,0.0,829844.6003882338,475907.88265661214,-72.02878557275027,4.299801646538566
S_0_117,5739.574581533156,0.0,829893.6565812384,475907.88265661214,-72.0283440794644,4.299799921654865
S_0_118,5788.630774537713,0.0,829942.7127742429,475907.88265661214,-72.02790258635731,4.299798196515797
S_0_119,5837.6869675422695,0.0,829991.7689672475,475907.88265661214,-72.02746109342903,4.299796471121365
S_0_120,5886.743160546826,0.0,830040.825160252,475907.88265661214,-72.02701960067955,4.299794745471567
S_0_121,5935.799353551383,0.0,830089.8813532565,475907.88265661214,-72.02657810810892,4.2997930195664065
S_0_122,5984.85554655594,0.0,830138.9375462611,475907.88265661214,-72.02613661571719,4.29979129340588
S_0_123,6033.911739560497,0.0,830187.9937392657,475907.88265661214,-72.02569512350436,4.299789566989992
S_0_124,6082.967932565054,0.0,830237.0499322702,475907.88265661214,-72.02525363147046,4.299787840318742
S_0_125,6132.024125569611,0.0,830286.1061252748,475907.88265661214,-72.02481213961552,4.299786113392129
S_0_126,6181.080318574168,0.0,830335.1623182794,475907.88265661214,-72.02437064793956,4.299784386210153
S_0_127,6230.136511578725,0.0,830384.2185112839,475907.88265661214,-72.0239291564426,4.299782658772816
S_0_128,6279.192704583282,0.0,830433.2747042885,475907.88265661214,-72.0234876651247,4.299780931080121
S_0_129,6328.248897587839,0.0,830482.330897293,475907.88265661214,-72.02304617398585,4.299779203132062
S_0_130,6377.305090592396,0.0,830531.3870902975,475907.88265661214,-72.02260468302609,4.2997774749286455
S_0_131,6426.3612835969525,0.0,830580.4432833021,475907.88265661214,-72.02216319224544,4.29977574646987
S_0_132,6475.417476601509,0.0,830629.4994763067,475907.88265661214,-72.02172170164395,4.299774017755737
S_0_133,6524.473669606066,0.0,830678.5556693112,475907.88265661214,-72.02128021122164,4.299772288786245
S_0_134,6573.529862610623,0.0,830727.6118623158,475907.88265661214,-72.0208387209785,4.299770559561394
S_0_135,6622.58605561518,0.0,830776.6680553204,475907.88265661214,-72.0203972309146,4.299768830081187
S_0_136,6671.642248619737,0.0,830825.7242483249,475907.88265661214,-72.01995574102995,4.299767100345624
S_0_137,6720.698441624294,0.0,830874.7804413295,475907.88265661214,-72.01951425132455,4.299765370354703
S_0_138,6769.754634628851,0.0,830923.8366343341,475907.88265661214,-72.01907276179847,4.299763640108428
S_0_139,6818.810827633408,0.0,830972.8928273385,475907.88265661214,-72.01863127245173,4.299761909606799
S_0_140,6867.867020637965,0.0,831021.9490203431,475907.88265661214,-72.01818978328434,4.299760178849814
S_0_141,6916.923213642522,0.0,831071.0052133477,475907.88265661214,-72.01774829429631,4.299758447837475
S_0_142,6965.979406647079,0.0,831120.0614063522,475907.88265661214,-72.0173068054877,4.299756716569784
S_0_143,7015.0355996516355,0.0,831169.1175993568,475907.88265661214,-72.01686531685854,4.299754985046739
S_0_144,7064.091792656192,0.0,831218.1737923614,475907.88265661214,-72.01642382840883,4.299753253268341
S_0_145,7113.147985660748,0.0,831267.2299853659,475907.88265661214,-72.0159823401386,4.299751521234591
S_0_146,7162.204178665305,0.0,831316.2861783705,475907.88265661214,-72.0155408520479,4.299749788945491
S_1_0,0.0,294.6278254943948,824154.0819997052,476202.51048210653,-72.07998985523338,4.302661955992229
S_1_1,49.05619300455689,294.6278254943948,824203.1381927098,476202.51048210653,-72.07954833986085,4.302660259681143
S_1_2,98.11238600911378,294.6278254943948,824252.1943857142,476202.51048210653,-72.07910682466401,4.3026585631144725
S_1_3,147.16857901367067,294.6278254943948,824301.2505787188,476202.51048210653,-72.07866530964291,4.302656866292223
S_1_4,196.22477201822755,294.6278254943948,824350.3067717234,476202.51048210653,-72.07822379479757,4.302655169214389
S_1_5,245.28096502278444,294.6278254943948,824399.3629647279,476202.51048210653,-72.07778228012802,4.302653471880973
S_1_6,294.33715802734133,294.6278254943948,824448.4191577325,476202.51048210653,-72.07734076563426,4.302651774291975
S_1_7,343.3933510318982,294.6278254943948,824497.4753507371,476202.51048210653,-72.07689925131636,4.302650076447398
S_1_8,392.4495440364551,294.6278254943948,824546.5315437416,476202.51048210653,-72.07645773717432,4.30264837834724
S_1_9,441.505737041012,294.6278254943948,824595.5877367462,476202.51048210653,-72.07601622320817,4.302646679991502
S_1_10,490.5619300455689,294.6278254943948,824644.6439297508,476202.51048210653,-72.07557470941794,4.302644981380187
S_1_11,539.6181230501257,294.6278254943948,824693.7001227553,476202.51048210653,-72.07513319580364,4.30264328251329
S_1_12,588.6743160546827,294.6278254943948,824742.7563157598,476202.51048210653,-72.07469168236533,4.302641583390815
S_1_13,637.7305090592396,294.6278254943948,824791.8125087644,476202.51048210653,-72.07425016910301,4.302639884012764
S_1_14,686.7867020637964,294.6278254943948,824840.8687017689,476202.51048210653,-72.07380865601672,4.302638184379135
S_1_15,735.8428950683533,294.6278254943948,824889.9248947735,476202.51048210653,-72.07336714310647,4.302636484489929
S_1_16,784.8990880729102,294.6278254943948,824938.9810877781,476202.51048210653,-72.0729256303723,4.302634784345147
S_1_17,833.9552810774671,294.6278254943948,824988.0372807826,476202.51048210653,-72.07248411781423,4.302633083944791
S_1_18,883.011474082024,294.6278254943948,825037.0934737872,476202.51048210653,-72.07204260543229,4.302631383288858
S_1_19,932.0676670865809,294.6278254943948,825086.1496667918,476202.51048210653,-72.07160109322652,4.3026296823773515
S_1_20,981.1238600911378,294.6278254943948,825135.2058597963,476202.51048210653,-72.07115958119691,4.302627981210271
S_1_21,1030.1800530956946,294.6278254943948,825184.2620528009,476202.51048210653,-72.07071806934351,4.3026262797876145
S_1_22,1079.2362461002515,294.6278254943948,825233.3182458055,476202.51048210653,-72.07027655766636,4.302624578109385
S_1_23,1128.2924391048084,294.6278254943948,825282.3744388099,476202.51048210653,-72.06983504616547,4.302622876175585
S_1_24,1177.3486321093653,294.6278254943948,825331.4306318145,476202.51048210653,-72.06939353484086,4.302621173986212
S_1_25,1226.4048251139222,294.6278254943948,825380.4868248191,476202.51048210653,-72.06895202369256,4.302619471541268
S_1_26,1275.4610181184792,294.6278254943948,825429.5430178236,476202.51048210653,-72.06851051272061,4.302617768840752
S_1_27,1324.517211123036,294.6278254943948,825478.5992108282,476202.51048210653,-72.06806900192502,4.302616065884665
S_1_28,1373.5734041275928,294.6278254943948,825527.6554038328,476202.51048210653,-72.06762749130584,4.3026143626730065
S_1_29,1422.6295971321497,294.6278254943948,825576.7115968373,476202.51048210653,-72.06718598086307,4.3026126592057805
S_1_30,1471.6857901367066,294.6278254943948,825625.7677898419,476202.51048210653,-72.06674447059675,4.302610955482985
S_1_31,1520.7419831412635,294.6278254943948,825674.8239828465,476202.51048210653,-72.0663029605069,4.302609251504621
S_1_32,1569.7981761458204,294.6278254943948,825723.8801758509,476202.51048210653,-72.06586145059354,4.302607547270688
S_1_33,1618.8543691503774,294.6278254943948,825772.9363688555,476202.51048210653,-72.06541994085674,4.302605842781188
S_1_34,1667.9105621549343,294.6278254943948,825821.9925618601,476202.51048210653,-72.06497843129645,4.302604138036121
S_1_35,1716.9667551594912,294.6278254943948,825871.0487548647,476202.51048210653,-72.06453692191278,4.302602433035487
S_1_36,1766.022948164048,294.6278254943948,825920.1049478692,476202.51048210653,-72.06409541270568,4.3026007277792875
S_1_37,1815.0791411686048,294.6278254943948,825969.1611408738,476202.51048210653,-72.06365390367525,4.302599022267522
S_1_38,1864.1353341731617,294.6278254943948,826018.2173338784,476202.51048210653,-72.06321239482143,4.302597316500191
S_1_39,1913.1915271777186,294.6278254943948,826067.2735268829,476202.51048210653,-72.06277088614434,4.3025956104772956
S_1_40,1962.2477201822755,294.6278254943948,826116.3297198875,476202.51048210653,-72.06232937764395,4.302593904198836
S_1_41,2011.3039131868325,294.6278254943948,826165.3859128921,476202.51048210653,-72.06188786932027,4.302592197664812
S_1_42,2060.360106191389,294.6278254943948,826214.4421058965,476202.51048210653,-72.06144636117338,4.302590490875228
S_1_43,2109.416299195946,294.6278254943948,826263.4982989011,476202.51048210653,-72.06100485320329,4.302588783830078
S_1_44,2158.472492200503,294.6278254943948,826312.5544919057,476202.51048210653,-72.06056334541,4.302587076529368
S_1_45,2207.52868520506,294.6278254943948,826361.6106849102,476202.51048210653,-72.06012183779356,4.302585368973095
S_1_46,2256.584878209617,294.6278254943948,826410.6668779148,476202.51048210653,-72.05968033035398,4.302583661161263
S_1_47,2305.6410712141737,294.6278254943948,826459.7230709194,476202.51048210653,-72.05923882309132,4.302581953093869
S_1_48,2354.6972642187307,294.6278254943948,826508.7792639239,476202.51048210653,-72.05879731600557,4.302580244770914
S_1_49,2403.7534572232876,294.6278254943948,826557.8354569285,476202.51048210653,-72.05835580909675,4.302578536192401
S_1_50,2452.8096502278445,294.6278254943948,826606.8916499331,476202.51048210653,-72.05791430236494,4.302576827358329
S_1_51,2501.8658432324014,294.6278254943948,826655.9478429375,476202.51048210653,-72.05747279581013,4.302575118268697
S_1_52,2550.9220362369583,294.6278254943948,826705.0040359421,476202.51048210653,-72.05703128943232,4.302573408923509
S_1_53,2599.9782292415152,294.6278254943948,826754.0602289467,476202.51048210653,-72.05658978323159,4.302571699322762
S_1_54,2649.034422246072,294.6278254943948,826803.1164219512,476202.51048210653,-72.05614827720792,4.302569989466459
S_1_55,2698.090615250629,294.6278254943948,826852.1726149558,476202.51048210653,-72.05570677136139,4.302568279354598
S_1_56,2747.1468082551855,294.6278254943948,826901.2288079604,476202.51048210653,-72.05526526569197,4.302566568987182
S_1_57,2796.2030012597425,294.6278254943948,826950.2850009649,476202.51048210653,-72.05482376019972,4.302564858364211
S_1_58,2845.2591942642994,294.6278254943948,826999.3411939695,476202.51048210653,-72.05438225488467,4.302563147485684
S_1_59,2894.3153872688563,294.6278254943948,827048.3973869741,476202.51048210653,-72.05394074974683,4.302561436351604
S_1_60,2943.371580273413,294.6278254943948,827097.4535799786,476202.51048210653,-72.05349924478621,4.302559724961968
S_1_61,2992.42777327797,294.6278254943948,827146.5097729831,476202.51048210653,-72.05305774000287,4.30255801331678
S_1_62,3041.483966282527,294.6278254943948,827195.5659659877,476202.51048210653,-72.05261623539683,4.302556301416039
S_1_63,3090.540159287084,294.6278254943948,827244.6221589922,476202.51048210653,-72.0521747309681,4.3025545892597465
S_1_64,3139.596352291641,294.6278254943948,827293.6783519968,476202.51048210653,-72.05173322671673,4.3025528768479
S_1_65,3188.652545296198,294.6278254943948,827342.7345450014,476202.51048210653,-72.05129172264273,4.302551164180502
S_1_66,3237.7087383007547,294.6278254943948,827391.7907380059,476202.51048210653,-72.05085021874613,4.302549451257555
S_1_67,3286.7649313053116,294.6278254943948,827440.8469310105,476202.51048210653,-72.05040871502696,4.302547738079056
S_1_68,3335.8211243098685,294.6278254943948,827489.9031240151,476202.51048210653,-72.04996721148522,4.302546024645007
S_1_69,3384.8773173144255,294.6278254943948,827538.9593170196,476202.51048210653,-72.04952570812098,4.302544310955409
S_1_70,3433.9335103189824,294.6278254943948,827588.0155100242,476202.51048210653,-72.04908420493425,4.302542597010262
S_1_71,3482.9897033235393,294.6278254943948,827637.0717030287,476202.51048210653,-72.04864270192503,4.302540882809567
S_1_72,3532.045896328096,294.6278254943948,827686.1278960332,476202.51048210653,-72.0482011990934,4.302539168353325
S_1_73,3581.1020893326527,294.6278254943948,827735.1840890378,476202.51048210653,-72.04775969643931,4.302537453641536
S_1_74,3630.1582823372096,294.6278254943948,827784.2402820424,476202.51048210653,-72.04731819396287,4.302535738674198
S_1_75,3679.2144753417665,294.6278254943948,827833.2964750469,476202.51048210653,-72.04687669166405,4.302534023451313
S_1_76,3728.2706683463234,294.6278254943948,827882.3526680515,476202.51048210653,-72.0464351895429,4.302532307972886
S_1_77,3777.3268613508803,294.6278254943948,827931.4088610561,476202.51048210653,-72.04599368759945,4.302530592238911
S_1_78,3826.3830543554373,294.6278254943948,827980.4650540606,476202.51048210653,-72.04555218583371,4.30252887624939
S_1_79,3875.439247359994,294.6278254943948,828029.5212470652,476202.51048210653,-72.0451106842457,4.3025271600043276
S_1_80,3924.495440364551,294.6278254943948,828078.5774400698,476202.51048210653,-72.04466918283548,4.302525443503719
S_1_81,3973.551633369108,294.6278254943948,828127.6336330742,476202.51048210653,-72.04422768160305,4.302523726747569
S_1_82,4022.607826373665,294.6278254943948,828176.6898260788,476202.51048210653,-72.04378618054844,4.302522009735876
S_1_83,4071.664019378222,294.6278254943948,828225.7460190834,476202.51048210653,-72.04334467967169,4.302520292468639
S_1_84,4120.720212382778,294.6278254943948,828274.8022120879,476202.51048210653,-72.04290317897281,4.302518574945862
S_1_85,4169.776405387335,294.6278254943948,828323.8584050925,476202.51048210653,-72.04246167845183,4.302516857167541
S_1_86,4218.832598391892,294.6278254943948,828372.9145980971,476202.51048210653,-72.04202017810879,4.302515139133684
S_1_87,4267.888791396449,294.6278254943948,828421.9707911016,476202.51048210653,-72.04157867794368,4.302513420844282
S_1_88,4316.944984401006,294.6278254943948,828471.0269841062,476202.51048210653,-72.04113717795657,4.302511702299343
S_1_89,4366.001177405563,294.6278254943948,828520.0831771108,476202.51048210653,-72.04069567814747,4.302509983498863
S_1_90,4415.05737041012,294.6278254943948,828569.1393701152,476202.51048210653,-72.0402541785164,4.302508264442847
S_1_91,4464.113563414677,294.6278254943948,828618.1955631198,476202.51048210653,-72.03981267906339,4.3025065451312905
S_1_92,4513.169756419234,294.6278254943948,828667.2517561244,476202.51048210653,-72.03937117978846,4.302504825564197
S_1_93,4562.225949423791,294.6278254943948,828716.3079491289,476202.51048210653,-72.03892968069167,4.302503105741567
S_1_94,4611.2821424283475,294.6278254943948,828765.3641421335,476202.51048210653,-72.038488181773,4.302501385663399
S_1_95,4660.338335432904,294.6278254943948,828814.4203351381,476202.51048210653,-72.0380466830325,4.302499665329696
S_1_96,4709.394528437461,294.6278254943948,828863.4765281426,476202.51048210653,-72.03760518447021,4.302497944740455
S_1_97,4758.450721442018,294.6278254943948,828912.5327211472,476202.51048210653,-72.03716368608612,4.302496223895682
S_1_98,4807.506914446575,294.6278254943948,828961.5889141518,476202.51048210653,-72.03672218788029,4.302494502795374
S_1_99,4856.563107451132,294.6278254943948,829010.6451071562,476202.51048210653,-72.03628068985273,4.302492781439531
S_1_100,4905.619300455689,294.6278254943948,829059.7013001608,476202.51048210653,-72.03583919200345,4.302491059828153
S_1_101,4954.675493460246,294.6278254943948,829108.7574931654,476202.51048210653,-72.03539769433252,4.302489337961244
S_1_102,5003.731686464803,294.6278254943948,829157.81368617,476202.51048210653,-72.03495619683994,4.302487615838801
S_1_103,5052.78787946936,294.6278254943948,829206.8698791745,476202.51048210653,-72.03451469952573,4.302485893460827
S_1_104,5101.844072473917,294.6278254943948,829255.9260721791,476202.51048210653,-72.03407320238993,4.302484170827321
S_1_105,5150.900265478474,294.6278254943948,829304.9822651837,476202.51048210653,-72.03363170543257,4.302482447938285
S_1_106,5199.9564584830305,294.6278254943948,829354.0384581882,476202.51048210653,-72.03319020865365,4.302480724793716
S_1_107,5249.012651487587,294.6278254943948,829403.0946511928,476202.51048210653,-72.03274871205323,4.3024790013936185
S_1_108,5298.068844492144,294.6278254943948,829452.1508441974,476202.51048210653,-72.0323072156313,4.302477277737991
S_1_109,5347.125037496701,294.6278254943948,829501.2070372018,476202.51048210653,-72.03186571938794,4.302475553826834
S_1_110,5396.181230501258,294.6278254943948,829550.2632302064,476202.51048210653,-72.03142422332313,4.302473829660151
S_1_111,5445.237423505815,294.6278254943948,829599.319423211,476202.51048210653,-72.0309827274369,4.302472105237937
S_1_112,5494.293616510371,294.6278254943948,829648.3756162155,476202.51048210653,-72.0305412317293,4.302470380560198
S_1_113,5543.349809514928,294.6278254943948,829697.4318092201,476202.51048210653,-72.03009973620034,4.30246865562693
S_1_114,5592.406002519485,294.6278254943948,829746.4880022247,476202.51048210653,-72.02965824085005,4.302466930438137
