id,E,N,lon,lat
58,621299.5221509822,724119.8478082479,-73.90286358,6.549855000000001
59,621379.7143845793,724120.0230472316,-73.90213834,6.549854999999999
60,621459.9066372502,724120.1984020864,-73.9014131,6.549855000000001
61,621540.0989090059,724120.3738728116,-73.90068786,6.549855000000002
62,621620.2911998617,724120.5494594075,-73.89996262,6.549855
63,616648.8048153414,723919.4437418657,-73.9449275,6.548132554999998
64,616728.9962393568,723919.6122170484,-73.94420226,6.548132555
65,616809.1876817121,723919.7808080635,-73.94347702,6.548132554999999
66,616889.3791424241,723919.9495149114,-73.94275178,6.548132555
67,616969.5706215041,723920.1183375923,-73.94202654,6.548132555
68,617049.7621189631,723920.2872761062,-73.9413013,6.548132554999997
69,617129.9536348168,723920.4563304535,-73.94057606,6.548132554999999
70,617210.1451690748,723920.6255006341,-73.93985082,6.548132555
71,617290.3367217539,723920.794786648,-73.93912558,6.548132554999999
72,617370.5282928613,723920.9641884957,-73.93840034,6.548132555
73,617450.7198824122,723921.1337061769,-73.9376751,6.548132554999998
74,617530.9114904207,723921.3033396922,-73.93694986,6.548132554999999
75,617611.103116898,723921.4730890414,-73.93622462,6.548132554999999
76,617691.2947618567,723921.642954225,-73.93549938,6.548132554999999
77,617771.4864253079,723921.8129352425,-73.93477414,6.548132554999998
78,617851.6781072686,723921.9830320947,-73.9340489,6.548132554999999
79,617931.8698077458,723922.1532447813,-73.93332366,6.548132554999999
80,618012.0615267548,723922.3235733026,-73.93259842,6.548132554999998
81,618092.2532643095,723922.4940176589,-73.93187318,6.548132555
82,618172.4450204213,723922.66457785,-73.93114794,6.548132554999999
83,618252.6367951027,723922.8352538762,-73.9304227,6.548132554999999
84,618332.8285883651,723923.0060457378,-73.92969746,6.548132555
85,618413.0204002223,723923.1769534346,-73.92897222,6.548132554999999
86,618493.2122306897,723923.347976967,-73.92824698,6.548132554999999
87,618573.4040797744,723923.519116335,-73.92752174,6.548132554999998
88,618653.5959474932,723923.690371539,-73.9267965,6.548132554999998
89,618733.7878338558,723923.8617425787,-73.92607126,6.548132554999999
90,618813.9797388779,723924.0332294544,-73.92534602,6.548132554999999
91,618894.1716625703,723924.2048321664,-73.92462078,6.548132554999998
92,618974.3636049444,723924.3765507147,-73.92389554,6.548132554999998
93,619054.5555660172,723924.5483850996,-73.9231703,6.548132554999999
94,619134.7475457955,723924.7203353209,-73.92244506,6.548132554999998
95,619214.9395442946,723924.8924013791,-73.92171982,6.548132554999999
96,619295.1315615287,723925.0645832741,-73.92099458,6.548132554999999
97,619375.323597509,723925.2368810062,-73.92026934,6.548132554999999
98,619455.5156522479,723925.4092945753,-73.9195441,6.548132554999999
99,619535.7077257568,723925.5818239817,-73.91881886,6.548132554999999
100,619615.8998180511,723925.7544692259,-73.91809362000001,6.5481325550000005
101,619696.0919291421,723925.9272303073,-73.91736838,6.548132554999998
102,619776.2840590407,723926.1001072265,-73.91664314,6.548132555
103,619856.4762077625,723926.2730999835,-73.9159179,6.548132554999999
104,619936.6683753174,723926.4462085787,-73.91519266000002,6.548132555
105,620016.8605617221,723926.6194330117,-73.91446742,6.548132554999999
106,620097.0527669835,723926.7927732832,-73.91374218,6.5481325550000005
107,620177.2449911172,723926.9662293928,-73.91301694,6.548132554999998
108,620257.4372341385,723927.1398013412,-73.9122917,6.548132554999999
109,620337.6294960545,723927.3134891283,-73.91156646,6.548132554999999
110,620417.8217768818,723927.4872927541,-73.91084122,6.548132554999999
111,620498.0140766305,723927.6612122189,-73.91011598,6.548132554999998
112,620578.2063953157,723927.8352475228,-73.90939074,6.548132554999999
113,620658.3987329488,723928.0093986659,-73.9086655,6.548132554999999
114,620738.5910895411,723928.1836656486,-73.90794026,6.5481325550000005
115,620818.7834651091,723928.3580484705,-73.90721502,6.548132554999999
116,620898.9758596601,723928.532547132,-73.90648978,6.548132554999999
117,620979.1682732092,723928.7071616334,-73.90576454,6.548132554999999
118,621059.3607057709,723928.8818919748,-73.9050393,6.548132554999999
119,621139.5531573559,723929.0567381562,-73.90431406,6.548132555
120,621219.7456279771,723929.2317001779,-73.90358882,6.548132554999999
121,621299.9381176456,723929.4067780399,-73.90286358,6.548132555
122,621380.1306263768,723929.5819717422,-73.90213834,6.548132554999999
123,621460.3231541819,723929.7572812854,-73.9014131,6.548132555
124,621540.5157010723,723929.9327066693,-73.90068786,6.548132555
125,621620.7082670631,723930.108247894,-73.89996262,6.548132554999998
126,616649.2047200194,723729.0052993412,-73.9449275,6.546410109999998
127,616729.3964190779,723729.173730978,-73.94420226,6.546410109999999
128,616809.5881364765,723729.3422784175,-73.94347702,6.546410109999999
129,616889.7798722322,723729.51094166,-73.94275178,6.546410109999998
130,616969.9716263562,723729.6797207056,-73.94202654,6.546410109999998
131,617050.1633988596,723729.8486155543,-73.9413013,6.546410109999999
132,617130.3551897579,723730.0176262062,-73.94057606,6.546410109999998
133,617210.5469990609,723730.1867526614,-73.93985082,6.546410109999997
134,617290.7388267854,723730.3559949201,-73.93912558,6.546410109999997
135,617370.9306729382,723730.5253529827,-73.93840034,6.54641011
136,617451.1225375351,723730.694826849,-73.9376751,6.546410109999999
137,617531.3144205898,723730.8644165193,-73.93694986,6.546410109999999
138,617611.5063221137,723731.0341219936,-73.93622462,6.54641011
139,617691.6982421193,723731.2039432722,-73.93549938,6.546410109999999
140,617771.8901806178,723731.3738803549,-73.93477414,6.546410109999998
141,617852.082137626,723731.5439332423,-73.9340489,6.546410109999998
142,617932.274113151,723731.7141019343,-73.93332366,6.546410109999999
143,618012.4661072082,723731.884386431,-73.93259842,6.546410109999997
144,618092.6581198114,723732.0547867328,-73.93187318,6.546410109999999
145,618172.8501509721,723732.2253028394,-73.93114794,6.54641011
146,618253.0422007027,723732.3959347511,-73.9304227,6.546410109999998
147,618333.2342690144,723732.5666824683,-73.92969746,6.546410109999998
148,618413.4263559214,723732.737545991,-73.92897222,6.54641011
149,618493.618461439,723732.9085253191,-73.92824698,6.546410109999999
150,618573.8105855741,723733.0796204528,-73.92752174,6.546410109999997
151,618654.0027283437,723733.2508313925,-73.9267965,6.546410109999999
152,618734.1948897574,723733.4221581381,-73.92607126,6.546410109999999
153,618814.3870698309,723733.59360069,-73.92534602,6.546410109999998
154,618894.5792685752,723733.7651590479,-73.92462078,6.546410109999999
155,618974.7714860013,723733.9368332125,-73.92389554,6.546410109999999
156,619054.9637221266,723734.1086231834,-73.9231703,6.546410109999999
157,619135.1559769575,723734.280528961,-73.92244506,6.546410109999999
158,619215.3482505097,723734.4525505455,-73.92171982,6.546410109999999
159,619295.5405427971,723734.6246879367,-73.92099458,6.546410109999999
160,619375.7328538311,723734.7969411352,-73.92026934,6.546410109999999
161,619455.9251836241,723734.9693101409,-73.9195441,6.54641011
162,619536.1175321874,723735.1417949538,-73.91881886,6.546410109999999
163,619616.3098995364,723735.3143955745,-73.91809362000001,6.54641011
164,619696.5022856822,723735.4871120024,-73.91736838,6.546410109999998
165,619776.6946906364,723735.6599442385,-73.91664314,6.546410109999999
166,619856.8871144138,723735.8328922823,-73.9159179,6.54641011
167,619937.0795570246,723736.0059561342,-73.91519266000002,6.54641011
168,620017.2720184857,723736.179135794,-73.91446742,6.546410109999999
169,620097.4644988037,723736.3524312625,-73.91374218,6.546410109999999
170,620177.6569979944,723736.5258425394,-73.91301694,6.54641011
171,620257.849516073,723736.6993696247,-73.9122917,6.546410109999998
172,620338.0420530466,723736.8730125189,-73.91156646,6.546410109999999
173,620418.2346089319,723737.0467712219,-73.91084122,6.54641011
174,620498.4271837389,723737.220645734,-73.91011598,6.546410109999999
175,620578.6197774827,723737.3946360551,-73.90939074,6.546410109999998
176,620658.8123901748,723737.5687421856,-73.9086655,6.546410109999998
177,620739.0050218264,723737.7429641255,-73.90794026,6.546410109999998
178,620819.197672454,723737.9173018752,-73.90721502,6.54641011
179,620899.390342065,723738.0917554343,-73.90648978,6.54641011
180,620979.5830306745,723738.2663248032,-73.90576454,6.54641011
181,621059.7757382967,723738.4410099821,-73.9050393,6.546410109999998
182,621139.9684649426,723738.6158109715,-73.90431406,6.546410109999999
183,621220.1612106251,723738.7907277709,-73.90358882,6.54641011
184,621300.3539753553,723738.9657603807,-73.90286358,6.54641011
185,621380.5467591484,723739.140908801,-73.90213834,6.546410109999999
186,621460.7395620157,723739.316173032,-73.9014131,6.546410109999999
187,621540.9323839687,723739.4915530739,-73.90068786,6.546410109999998
188,621621.1252250226,723739.6670489268,-73.89996262,6.54641011
189,616649.604519923,723538.5668693974,-73.9449275,6.544687664999999
190,616729.7964939524,723538.7352574882,-73.94420226,6.544687665
191,616809.9884863223,723538.9037613517,-73.94347702,6.5446876650000005
